indicator,facility_id,state,year,quarter,month,facility_level,value,unit,cohort_direction
Reporting Completeness,NAS009,NASARAWA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS009,NASARAWA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS009,NASARAWA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS009,NASARAWA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS009,NASARAWA,,,12,,25.0,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS010,NASARAWA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS011,NASARAWA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS012,NASARAWA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS013,NASARAWA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,2,,100.0,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS014,NASARAWA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,8,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS015,NASARAWA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,NAS999,NASARAWA,,,7,,,Percent (Per expected reports),
Reporting Completeness,NAS999,NASARAWA,,,10,,,Percent (Per expected reports),
Reporting Completeness,TMP001,NASARAWA,,,1,,,Percent (Per expected reports),
Reporting Completeness,TMP001,NASARAWA,,,2,,,Percent (Per expected reports),
Reporting Completeness,TMP001,NASARAWA,,,7,,,Percent (Per expected reports),
Reporting Completeness,TMP001,NASARAWA,,,8,,,Percent (Per expected reports),
Reporting Completeness,XXX999,NASARAWA,,,2,,,Percent (Per expected reports),
Reporting Completeness,XXX999,NASARAWA,,,4,,,Percent (Per expected reports),
Reporting Completeness,XXX999,NASARAWA,,,6,,,Percent (Per expected reports),
Reporting Completeness,XXX999,NASARAWA,,,11,,,Percent (Per expected reports),
Reporting Completeness,LAG099,RIVERS,,,3,,,Percent (Per expected reports),
Reporting Completeness,LAG099,RIVERS,,,6,,,Percent (Per expected reports),
Reporting Completeness,LAG099,RIVERS,,,9,,,Percent (Per expected reports),
Reporting Completeness,NAS999,RIVERS,,,3,,,Percent (Per expected reports),
Reporting Completeness,NAS999,RIVERS,,,5,,,Percent (Per expected reports),
Reporting Completeness,NAS999,RIVERS,,,9,,,Percent (Per expected reports),
Reporting Completeness,NAS999,RIVERS,,,10,,,Percent (Per expected reports),
Reporting Completeness,NAS999,RIVERS,,,11,,,Percent (Per expected reports),
Reporting Completeness,NAS999,RIVERS,,,12,,,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,10,,25.0,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV001,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,8,,100.0,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV002,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV003,RIVERS,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV004,RIVERS,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV005,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV006,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV007,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,9,,100.0,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV008,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV009,RIVERS,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV010,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,10,,25.0,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,11,,100.0,Percent (Per expected reports),
Reporting Completeness,RIV011,RIVERS,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,9,,25.0,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV012,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV013,RIVERS,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,3,,25.0,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV014,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,3,,100.0,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,8,,25.0,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,RIV015,RIVERS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,TMP001,RIVERS,,,6,,,Percent (Per expected reports),
Reporting Completeness,TMP001,RIVERS,,,7,,,Percent (Per expected reports),
Reporting Completeness,TMP001,RIVERS,,,8,,,Percent (Per expected reports),
Reporting Completeness,TMP001,RIVERS,,,10,,,Percent (Per expected reports),
Reporting Completeness,TMP001,RIVERS,,,11,,,Percent (Per expected reports),
Reporting Completeness,XXX999,RIVERS,,,2,,,Percent (Per expected reports),
Reporting Completeness,XXX999,RIVERS,,,3,,,Percent (Per expected reports),
Reporting Completeness,XXX999,RIVERS,,,6,,,Percent (Per expected reports),
Reporting Completeness,XXX999,RIVERS,,,7,,,Percent (Per expected reports),
Reporting Completeness,XXX999,RIVERS,,,9,,,Percent (Per expected reports),
Reporting Completeness,XXX999,RIVERS,,,10,,,Percent (Per expected reports),
Reporting Completeness,XXX999,RIVERS,,,12,,,Percent (Per expected reports),
Reporting Timeliness,,AKWA IBOM,,,1,,123.53,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,2,,100.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,3,,105.56,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,4,,94.12,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,5,,70.59,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,6,,100.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,7,,150.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,8,,117.65,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,9,,76.47,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,10,,81.25,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,11,,118.75,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,AKWA IBOM,,,12,,88.89,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,1,,126.67,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,2,,117.65,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,3,,140.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,4,,58.82,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,5,,126.67,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,6,,94.12,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,7,,93.75,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,8,,141.18,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,9,,100.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,10,,111.76,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,11,,162.5,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,BENUE,,,12,,94.12,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,1,,135.29,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,2,,140.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,3,,80.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,4,,131.25,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,5,,68.75,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,6,,113.33,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,7,,122.22,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,8,,137.5,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,9,,76.47,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,10,,52.94,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,11,,87.5,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,CROSS RIVER,,,12,,106.67,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,1,,88.24,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,2,,52.94,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,3,,106.25,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,4,,100.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,5,,88.24,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,6,,105.88,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,7,,111.11,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,8,,160.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,9,,87.5,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,10,,100.0,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,11,,106.67,Percent(Per reports submitted by the 15th),
Reporting Timeliness,,FCT,,,12,,83.33,Percent(Per reports submitted by the 15th),
