facility_id,facility_name,state,lga,report_month,year,month,quarter,hts_tst,hts_tst_pos,tx_new,tx_curr,tx_ml,pmtct_stat,pmtct_stat_pos,pmtct_art,tb_screen,tb_pos,vl_eligible,vl_result_received,vl_suppressed,date_submitted,reported_by
LAG007,PRIMARY HEALTH CENTRE IKORODU II,LAGOS,IKORODU,2023-12-31,2023,12,4,358.0,10.0,8.0,579,11,66.0,0,0,495.0,6,438.0,312.0,301.0,2024-01-13,Facility Focal Person
KAD008,MODEL PRIMARY HEALTH CENTRE ZARIA II,KADUNA,ZARIA,2023-06-30,2023,6,2,318.0,19.0,16.0,1194,12,44.0,1,0,1029.0,19,970.0,569.0,470.0,2023-07-21,Facility Focal Person
BEN007,SPECIALIST HOSPITAL MAKURDI II,BENUE,MAKURDI,2024-04-30,2024,4,2,295.0,5.0,4.0,1852,31,86.0,1,0,1216.0,19,1692.0,1196.0,1127.0,2024-05-13,Facility Focal Person
FCT012,MISSION HOSPITAL BWARI II,FCT,BWARI,2022-09-30,2022,9,3,764.0,24.0,20.0,2718,11,148.0,1,0,2212.0,49,2479.0,1397.0,1333.0,2022-10-16,Data Clerk
AKS014,PRIMARY HEALTH CENTRE IKONO II,AKWA IBOM,IKONO,2023-08-31,2023,8,3,179.0,6.0,4.0,612,9,52.0,1,0,338.0,8,464.0,361.0,328.0,2023-09-13,Data Clerk
NAS003,COTTAGE HOSPITAL KEFFI,NASARAWA,KEFFI,2024-12-31,2024,12,4,331.0,2.0,1.0,1406,14,73.0,1,0,,28,1246.0,1007.0,984.0,2025-01-13,Data Clerk
CRS006,PRIMARY HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2023-10-31,2023,10,4,404.0,29.0,23.0,1357,7,47.0,1,0,930.0,14,1022.0,703.0,685.0,2023-11-18,M&E Officer
NAS999,COMPREHENSIVE HEALTH CENTRE ETINAN II,AKWA IBOM,ETINAN,2023-04-30,2023,4,2,98.0,6.0,5.0,312,5,30.0,0,0,281.0,10,275.0,154.0,136.0,2023-05-13,Data Clerk
LAG009,MISSION HOSPITAL BADAGRY II,LAGOS,BADAGRY,2022-05-31,2022,5,2,538.0,13.0,10.0,2786,46,132.0,3,2,1645.0,25,2103.0,1621.0,1516.0,2022-06-16,Data Clerk
NAS999,GENERAL HOSPITAL EKET II,AKWA IBOM,EKET,2022-10-31,2022,10,4,488.0,10.0,9.0,1773,7,79.0,2,1,1099.0,18,1518.0,1337.0,1204.0,2022-11-13,Data Clerk
CRS010,COMPREHENSIVE HEALTH CENTRE AKAMKPA II,CROSS RIVER,AKAMKPA,2022-11-30,2022,11,4,67.0,2.0,1.0,406,8,20.0,1,0,318.0,7,315.0,224.0,206.0,2022-12-13,Data Clerk
CRS012,MODEL PRIMARY HEALTH CENTRE IKOM II,CROSS RIVER,IKOM,2023-05-31,2023,5,2,523.0,4.0,3.0,797,6,106.0,2,1,727.0,11,730.0,542.0,455.0,2023-06-13,Data Clerk
FCT006,MISSION HOSPITAL AMAC II,FCT,AMAC,2024-06-30,2024,6,2,1176.0,41.0,29.0,2141,42,145.0,3,2,1511.0,27,1881.0,1762.0,1483.0,2024-07-13,Data Clerk
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2024-01-31,2024,1,1,155.0,9.0,6.0,742,10,29.0,0,0,,12,526.0,415.0,376.0,2024-02-13,Data Clerk
BEN002,SPECIALIST HOSPITAL GBOKO,BENUE,GBOKO,2022-03-31,2022,3,1,1908.0,31.0,25.0,4983,67,298.0,2,1,4093.0,62,3882.0,3495.0,2981.0,2022-04-13,Data Clerk
NAS015,SPECIALIST HOSPITAL NASARAWA II,NASARAWA,NASARAWA,2023-09-30,2023,9,3,,42.0,35.0,3213,36,315.0,5,4,2176.0,46,2863.0,2547.0,2124.0,2023-10-29,Facility Focal Person
LAG010,PRIMARY HEALTH CENTRE SURULERE II,LAGOS,SURULERE,2022-04-30,2022,4,2,441.0,12.0,10.0,902,4,89.0,4,3,556.0,13,,679.0,619.0,2022-05-13,Data Clerk
KAD008,MODEL PRIMARY HEALTH CENTRE ZARIA II,KADUNA,ZARIA,2022-11-01,2022,11,4,354.0,19.0,18.0,1225,4,84.0,2,1,836.0,16,1048.0,930.0,821.0,2022-12-21,Data Clerk
CRS010,COMPREHENSIVE HEALTH CENTRE AKAMKPA II,CROSS RIVER,AKAMKPA,2024-01-31,2024,1,1,64.0,1.0,0.0,364,7,12.0,0,0,275.0,9,320.0,234.0,205.0,2024-02-21,Data Clerk
CRS011,COMPREHENSIVE HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2022-06-30,2022,6,2,390.0,6.0,5.0,450,4,102.0,0,0,406.0,7,366.0,343.0,290.0,2022-07-16,Facility Focal Person
FCT007,SPECIALIST HOSPITAL BWARI II,FCT,BWARI,2022-05-31,2022,5,2,1793.0,44.0,-10.0,4515,59,384.0,7,5,4124.0,77,3287.0,2266.0,2212.0,2022-06-18,Facility Focal Person
NAS007,GENERAL HOSPITAL KARU II,NASARAWA,KARU,2023-05-31,2023,5,2,704.0,3.0,2.0,2271,32,143.0,0,0,1763.0,34,1902.0,1286.0,1094.0,2023-06-11,Data Clerk
BEN008,TEACHING HOSPITAL GBOKO II,BENUE,GBOKO,2023-03-01,2023,3,1,,69.0,67.0,6163,46,487.0,7,5,5222.0,84,4685.0,3915.0,3463.0,2023-04-11,Data Clerk
AKS009,PRIMARY HEALTH CENTRE IKOT EKPENE II,AKWA IBOM,IKOT EKPENE,2024-09-30,2024,9,3,106.0,6.0,5.0,233,2,25.0,0,0,179.0,2,209.0,152.0,145.0,2024-10-18,Facility Focal Person
LAG001,PRIMARY HEALTH CENTRE IKORODU,LAGOS,IKORODU,2022-04-30,2022,4,2,397.0,18.0,16.0,199,2,83.0,0,0,182.0,2,176.0,155.0,146.0,2022-05-15,Facility Focal Person
NAS003,COTTAGE HOSPITAL KEFFI,NASARAWA,KEFFI,2024-01-31,2024,1,1,280.0,4.0,2.0,1561,25,63.0,0,0,1284.0,25,1182.0,1014.0,837.0,2024-02-15,Data Clerk
LAG013,SPECIALIST HOSPITAL IKORODU II,LAGOS,IKORODU,2023-01-31,2023,1,1,1454.0,58.0,52.0,,89,371.0,13,10,3677.0,68,4511.0,2821.0,,2023-02-16,Facility Focal Person
KAD007,MODEL PRIMARY HEALTH CENTRE KADUNA SOUTH II,KADUNA,KADUNA SOUTH,2024-10-31,2024,10,4,317.0,17.0,15.0,1132,6,46.0,0,0,730.0,11,818.0,454.0,389.0,2024-11-18,Data Clerk
FCT002,GENERAL HOSPITAL BWARI,FCT,BWARI,2024-04-30,2024,4,2,141.0,9.0,7.0,573,7,29.0,1,0,543.0,14,524.0,417.0,371.0,2024-05-11,M&E Officer
LAG002,SPECIALIST HOSPITAL LAGOS ISLAND,LAGOS,LAGOS ISLAND,2023-10-01,2023,10,4,1558.0,92.0,88.0,5819,96,234.0,5,4,5357.0,97,4938.0,3216.0,2976.0,2023-11-11,M&E Officer
LAG010,PRIMARY HEALTH CENTRE SURULERE II,LAGOS,SURULERE,2022-03-31,2022,3,1,395.0,18.0,13.0,896,17,80.0,2,1,627.0,12,710.0,421.0,404.0,2022-04-15,Facility Focal Person
AKS008,PRIMARY HEALTH CENTRE UYO II,AKWA IBOM,UYO,2022-09-30,2022,9,3,88.0,1.0,0.0,84,1,16.0,0,0,69.0,2,68.0,57.0,53.0,2022-10-16,M&E Officer
CRS014,COMPREHENSIVE HEALTH CENTRE OBUDU II,CROSS RIVER,OBUDU,2023-09-30,2023,9,3,303.0,9.0,6.0,154,1,61.0,0,0,92.0,1,110.0,77.0,64.0,2023-10-11,Facility Focal Person
RIV005,MISSION HOSPITAL DEGEMA,RIVERS,DEGEMA,2022-06-30,2022,6,2,210.0,9.0,7.0,1501,15,26.0,1,0,1020.0,28,1096.0,645.0,576.0,2022-07-16,M&E Officer
RIV011,MODEL PRIMARY HEALTH CENTRE DEGEMA II,RIVERS,DEGEMA,2022-02-28,2022,2,1,238.0,9.0,8.0,873,5,29.0,1,0,781.0,11,707.0,589.0,554.0,2022-03-21,Data Clerk
FCT005,PRIMARY HEALTH CENTRE ABAJI,FCT,ABAJI,2022-07-31,2022,7,3,595.0,9.0,7.0,501,2,104.0,0,0,426.0,8,412.0,274.0,230.0,2022-08-15,Facility Focal Person
LAG012,PRIMARY HEALTH CENTRE ALIMOSHO II,LAGOS,ALIMOSHO,2023-03-01,2023,3,1,214.0,15.0,13.0,634,10,31.0,2,1,360.0,5,461.0,406.0,353.0,2023-04-21,Data Clerk
KAD006,SPECIALIST HOSPITAL KADUNA NORTH II,KADUNA,KADUNA NORTH,2023-05-31,2023,5,2,,19.0,13.0,1618,23,654.0,6,4,1500.0,29,1134.0,845.0,695.0,2023-06-15,M&E Officer
AKS004,COMPREHENSIVE HEALTH CENTRE ETINAN,AKWA IBOM,ETINAN,2024-07-31,2024,7,3,293.0,296.0,9.0,950,13,65.0,4,3,534.0,12,686.0,517.0,436.0,2024-08-16,M&E Officer
LAG009,MISSION HOSPITAL BADAGRY II,LAGOS,BADAGRY,2023-02-01,2023,2,1,370.0,411.0,5.0,2597,22,58.0,1,0,1876.0,25,2327.0,2186.0,2055.0,2023-03-21,M&E Officer
LAG006,SPECIALIST HOSPITAL ALIMOSHO,LAGOS,ALIMOSHO,2024-09-30,2024,9,3,1077.0,17.0,12.0,4486,54,164.0,2,1,3490.0,70,3885.0,2321.0,2109.0,2024-10-13,Facility Focal Person
BEN014,COMPREHENSIVE HEALTH CENTRE GBOKO II,BENUE,GBOKO,2024-06-30,2024,6,2,488.0,5.0,4.0,751,14,119.0,0,0,443.0,10,577.0,389.0,378.0,2024-07-13,Data Clerk
AKS009,PRIMARY HEALTH CENTRE IKOT EKPENE II,AKWA IBOM,IKOT EKPENE,2024-08-31,2024,8,3,71.0,2.0,1.0,230,3,14.0,0,0,207.0,5,173.0,129.0,112.0,2024-09-18,M&E Officer
RIV004,MODEL PRIMARY HEALTH CENTRE AHOADA EAST,RIVERS,AHOADA EAST,2022-06-30,2022,6,2,564.0,642.0,8.0,874,3,126.0,2,1,828.0,19,654.0,517.0,496.0,2022-07-13,Data Clerk
LAG015,MODEL PRIMARY HEALTH CENTRE BADAGRY II,LAGOS,BADAGRY,2023-06-30,2023,6,2,264.0,12.0,11.0,1080,6,76.0,3,2,936.0,14,782.0,615.0,524.0,2023-07-13,M&E Officer
CRS013,MISSION HOSPITAL OGOJA II,CROSS RIVER,OGOJA,2022-05-31,2022,5,2,192.0,4.0,3.0,895,6,52.0,1,0,644.0,12,713.0,587.0,529.0,2022-06-13,Data Clerk
RIV001,MODEL PRIMARY HEALTH CENTRE PORT HARCOURT,RIVERS,PORT HARCOURT,2023-07-31,2023,7,3,120.0,1.0,0.0,961,3,28.0,0,0,565.0,1,864.0,791.0,704.0,2023-08-13,Data Clerk
FCT001,MISSION HOSPITAL AMAC,FCT,AMAC,2024-08-31,2024,8,3,1037.0,3.0,2.0,1162,18,243.0,0,0,902.0,19,945.0,557.0,467.0,2024-09-15,M&E Officer
AKS004,COMPREHENSIVE HEALTH CENTRE ETINAN,AKWA IBOM,ETINAN,2022-05-31,2022,5,2,235.0,9.0,7.0,990,10,73.0,2,1,602.0,11,919.0,713.0,678.0,2022-06-15,Data Clerk
AKS015,MISSION HOSPITAL UYO II,AKWA IBOM,UYO,2024-04-30,2024,4,2,737.0,23.0,19.0,2436,18,93.0,5,4,1985.0,37,1759.0,1018.0,996.0,2024-05-11,M&E Officer
AKS007,TEACHING HOSPITAL IKONO,AKWA IBOM,IKONO,2022-09-30,2022,9,3,913.0,15.0,14.0,6495,42,225.0,2,1,6130.0,101,5831.0,3841.0,3181.0,2022-10-13,Facility Focal Person
RIV006,COTTAGE HOSPITAL ELEME,RIVERS,ELEME,2022-04-30,2022,4,2,1147.0,61.0,59.0,2305,25,200.0,8,6,1500.0,38,1631.0,1233.0,1166.0,2022-05-11,Facility Focal Person
NAS002,COTTAGE HOSPITAL KARU,NASARAWA,KARU,2024-09-30,2024,9,3,418.0,3.0,2.0,289,4,99.0,0,0,161.0,2,240.0,145.0,120.0,2024-10-15,Facility Focal Person
KAD006,SPECIALIST HOSPITAL KADUNA NORTH II,KADUNA,KADUNA NORTH,2022-08-31,2022,8,3,1716.0,32.0,28.0,1588,11,376.0,5,4,1105.0,23,1210.0,948.0,864.0,2022-09-11,Data Clerk
NAS009,COTTAGE HOSPITAL AKWANGA II,NASARAWA,AKWANGA,2024-06-30,2024,6,2,1472.0,11.0,7.0,482,6,308.0,2,1,359.0,8,441.0,294.0,273.0,2024-08-15,Data Clerk
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,BENUE,OKPOKWU,2024-10-31,2024,10,4,351.0,8.0,7.0,703,3,64.0,1,0,424.0,6,562.0,318.0,307.0,2024-11-16,Data Clerk
FCT007,SPECIALIST HOSPITAL BWARI II,FCT,BWARI,2022-02-28,2022,2,1,1670.0,39.0,29.0,,31,422.0,10,9,2806.0,62,,2404.0,2017.0,2022-03-16,Facility Focal Person
CRS013,MISSION HOSPITAL OGOJA II,CROSS RIVER,OGOJA,2023-09-01,2023,9,3,189.0,3.0,2.0,784,8,,1,0,719.0,11,676.0,464.0,404.0,2023-10-16,Facility Focal Person
CRS004,COMPREHENSIVE HEALTH CENTRE OBUDU,CROSS RIVER,OBUDU,2024-07-31,2024,7,3,262.0,8.0,5.0,456,8,33.0,0,0,377.0,12,398.0,234.0,226.0,2024-08-11,Facility Focal Person
NAS001,MODEL PRIMARY HEALTH CENTRE LAFIA,NASARAWA,LAFIA,2024-01-31,2024,1,1,123.0,0.0,0.0,415,5,38.0,0,0,350.0,5,366.0,329.0,275.0,2024-02-15,Facility Focal Person
BEN011,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA II,BENUE,KATSINA-ALA,2023-11-30,2023,11,4,207.0,7.0,5.0,358,3,49.0,1,0,216.0,4,328.0,266.0,232.0,2023-12-15,Facility Focal Person
XXX999,COMPREHENSIVE HEALTH CENTRE KADUNA SOUTH II,KADUNA,KADUNA SOUTH,2022-09-30,2022,9,3,442.0,10.0,8.0,657,4,127.0,1,0,443.0,2,454.0,377.0,320.0,2022-10-11,Data Clerk
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,BENUE,OKPOKWU,2023-04-30,2023,4,2,302.0,2.0,1.0,757,6,58.0,2,1,481.0,6,690.0,569.0,531.0,2023-05-16,M&E Officer
KAD002,TEACHING HOSPITAL KADUNA SOUTH,KADUNA,KADUNA SOUTH,2024-07-31,2024,7,3,1952.0,25.0,18.0,3628,37,264.0,2,1,2282.0,43,3117.0,2622.0,2355.0,2024-08-18,M&E Officer
RIV009,MISSION HOSPITAL KHANA II,RIVERS,KHANA,2023-07-31,2023,7,3,489.0,5.0,4.0,798,12,62.0,0,0,730.0,15,600.0,511.0,441.0,2023-08-13,Data Clerk
AKS006,PRIMARY HEALTH CENTRE ABAK,AKWA IBOM,ABAK,2023-02-01,2023,2,1,438.0,12.0,9.0,331,5,51.0,0,0,182.0,4,257.0,143.0,132.0,2023-03-13,Facility Focal Person
BEN011,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA II,BENUE,KATSINA-ALA,2024-05-31,2024,5,2,258.0,8.0,7.0,384,6,53.0,0,0,260.0,5,263.0,228.0,212.0,2024-06-16,Facility Focal Person
FCT013,COTTAGE HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2024-10-31,2024,10,4,950.0,16.0,14.0,1250,23,,4,3,1001.0,14,978.0,732.0,669.0,2024-11-15,Facility Focal Person
RIV012,PRIMARY HEALTH CENTRE ELEME II,RIVERS,ELEME,2022-11-30,2022,11,4,506.0,27.0,20.0,907,14,105.0,3,2,552.0,13,776.0,561.0,461.0,2022-12-21,Data Clerk
LAG012,PRIMARY HEALTH CENTRE ALIMOSHO II,LAGOS,ALIMOSHO,2022-10-31,2022,10,4,235.0,9.0,6.0,628,2,44.0,1,0,378.0,5,513.0,413.0,354.0,2022-11-13,Data Clerk
FCT011,COTTAGE HOSPITAL AMAC II,FCT,AMAC,2024-12-31,2024,12,4,295.0,11.0,8.0,1947,28,70.0,1,0,1166.0,14,1695.0,1503.0,1381.0,2025-01-29,Facility Focal Person
LAG001,PRIMARY HEALTH CENTRE IKORODU,LAGOS,IKORODU,2023-02-28,2023,2,1,380.0,7.0,6.0,263,3,39.0,1,0,166.0,1,215.0,161.0,151.0,2023-03-16,M&E Officer
KAD007,MODEL PRIMARY HEALTH CENTRE KADUNA SOUTH II,KADUNA,KADUNA SOUTH,2023-05-31,2023,5,2,184.0,13.0,11.0,,5,27.0,0,0,632.0,11,817.0,673.0,649.0,2023-06-13,Data Clerk
AKS004,COMPREHENSIVE HEALTH CENTRE ETINAN,AKWA IBOM,ETINAN,2022-10-31,2022,10,4,195.0,3.0,2.0,978,13,33.0,2,1,624.0,10,780.0,668.0,564.0,2022-11-16,Data Clerk
RIV003,COMPREHENSIVE HEALTH CENTRE KHANA,RIVERS,KHANA,2024-10-31,2024,10,4,385.0,19.0,13.0,1090,18,58.0,1,0,613.0,11,830.0,704.0,617.0,2024-11-15,Data Clerk
LAG008,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2022-03-31,2022,3,1,98.0,2.0,1.0,880,17,23.0,0,0,713.0,11,612.0,483.0,439.0,2022-04-18,M&E Officer
AKS001,COMPREHENSIVE HEALTH CENTRE UYO,AKWA IBOM,UYO,2022-04-30,2022,4,2,529.0,4.0,3.0,309,3,87.0,0,0,217.0,1,226.0,151.0,139.0,2022-05-11,Data Clerk
TMP001,MODEL PRIMARY HEALTH CENTRE EKET,AKWA IBOM,EKET,2022-03-31,2022,3,1,505.0,17.0,14.0,143,1,74.0,0,0,94.0,5,104.0,65.0,57.0,2022-04-15,Facility Focal Person
LAG004,COMPREHENSIVE HEALTH CENTRE SURULERE,LAGOS,SURULERE,2024-08-31,2024,8,3,593.0,622.0,5.0,612,10,189.0,2,1,517.0,11,440.0,291.0,262.0,2024-09-15,Facility Focal Person
AKS013,MODEL PRIMARY HEALTH CENTRE ABAK II,AKWA IBOM,ABAK,2024-12-31,2024,12,4,386.0,13.0,10.0,729,3,81.0,0,0,620.0,10,626.0,488.0,477.0,2025-01-13,Data Clerk
CRS005,TEACHING HOSPITAL AKAMKPA,CROSS RIVER,AKAMKPA,2023-05-31,2023,5,2,975.0,44.0,38.0,4228,80,,4,3,3236.0,71,3797.0,3043.0,2585.0,2023-06-16,Facility Focal Person
AKS001,COMPREHENSIVE HEALTH CENTRE UYO,AKWA IBOM,UYO,2022-06-30,2022,6,2,571.0,8.0,7.0,314,5,99.0,0,0,215.0,3,253.0,175.0,150.0,2022-07-29,Facility Focal Person
BEN005,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA,BENUE,KATSINA-ALA,2024-03-31,2024,3,1,672.0,17.0,12.0,546,9,106.0,2,1,374.0,6,374.0,276.0,245.0,2024-04-11,M&E Officer
RIV011,MODEL PRIMARY HEALTH CENTRE DEGEMA II,RIVERS,DEGEMA,2023-08-01,2023,8,3,365.0,12.0,11.0,881,11,54.0,0,0,721.0,16,648.0,541.0,513.0,2023-09-18,Facility Focal Person
FCT013,COTTAGE HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2022-08-31,2022,8,3,897.0,11.0,8.0,1405,25,281.0,2,1,1271.0,24,988.0,675.0,586.0,2022-09-15,M&E Officer
AKS007,TEACHING HOSPITAL IKONO,AKWA IBOM,IKONO,2023-01-31,2023,1,1,716.0,7.0,5.0,6276,21,162.0,0,0,5936.0,113,5137.0,3711.0,3043.0,2023-02-11,Data Clerk
RIV015,SPECIALIST HOSPITAL KHANA II,RIVERS,KHANA,2023-08-31,2023,8,3,419.0,26.0,25.0,2356,25,52.0,4,3,2043.0,29,1749.0,1608.0,1452.0,2023-09-21,Data Clerk
FCT013,COTTAGE HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2022-03-31,2022,3,1,888.0,6.0,5.0,1409,17,186.0,1,0,1002.0,20,1264.0,758.0,625.0,2022-04-13,Facility Focal Person
AKS007,TEACHING HOSPITAL IKONO,AKWA IBOM,IKONO,2024-03-31,2024,3,1,1294.0,19.0,17.0,5450,51,291.0,3,2,4092.0,68,4961.0,,3442.0,2024-04-21,Data Clerk
KAD007,MODEL PRIMARY HEALTH CENTRE KADUNA SOUTH II,KADUNA,KADUNA SOUTH,2024-11-30,2024,11,4,258.0,11.0,9.0,1130,11,72.0,2,1,675.0,8,1030.0,731.0,672.0,2024-12-29,M&E Officer
CRS011,COMPREHENSIVE HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2023-04-30,2023,4,2,389.0,10.0,7.0,471,1,106.0,1,0,360.0,8,431.0,318.0,263.0,2023-05-15,Data Clerk
BEN003,GENERAL HOSPITAL OTUKPO,BENUE,OTUKPO,2022-09-30,2022,9,3,458.0,13.0,10.0,2521,38,66.0,2,1,2387.0,43,1924.0,1203.0,1041.0,2022-10-16,M&E Officer
CRS013,MISSION HOSPITAL OGOJA II,CROSS RIVER,OGOJA,2024-02-29,2024,2,1,196.0,3.0,2.0,761,2,25.0,0,0,629.0,9,691.0,451.0,426.0,2024-03-11,M&E Officer
NAS007,GENERAL HOSPITAL KARU II,NASARAWA,KARU,2022-05-31,2022,5,2,651.0,2.0,1.0,2618,47,133.0,1,0,2072.0,46,1916.0,1390.0,1335.0,2022-06-13,M&E Officer
CRS009,COMPREHENSIVE HEALTH CENTRE OBUDU II,CROSS RIVER,OBUDU,2023-05-31,2023,5,2,496.0,17.0,13.0,830,11,111.0,7,6,635.0,10,617.0,442.0,377.0,2023-06-13,M&E Officer
KAD006,SPECIALIST HOSPITAL KADUNA NORTH II,KADUNA,KADUNA NORTH,2023-03-31,2023,3,1,1755.0,24.0,19.0,1620,10,558.0,4,3,1017.0,23,1473.0,1308.0,1230.0,2023-04-15,M&E Officer
CRS006,PRIMARY HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2022-09-30,2022,9,3,465.0,25.0,20.0,1287,13,145.0,2,1,757.0,13,1148.0,887.0,804.0,2022-10-15,M&E Officer
FCT012,MISSION HOSPITAL BWARI II,FCT,BWARI,2022-12-31,2022,12,4,834.0,40.0,35.0,2734,22,178.0,9,8,2043.0,33,2045.0,1727.0,1601.0,2023-01-16,Facility Focal Person
FCT015,COMPREHENSIVE HEALTH CENTRE ABAJI II,FCT,ABAJI,2022-12-31,2022,12,4,106.0,4.0,3.0,827,16,21.0,0,0,625.0,11,688.0,574.0,516.0,2023-01-21,Data Clerk
BEN013,MODEL PRIMARY HEALTH CENTRE MAKURDI II,BENUE,MAKURDI,2023-07-31,2023,7,3,632.0,24.0,18.0,580,8,73.0,1,0,509.0,11,445.0,292.0,253.0,2023-08-21,Data Clerk
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2024-02-29,2024,2,1,153.0,6.0,5.0,742,5,27.0,2,1,624.0,6,574.0,537.0,514.0,2024-03-21,Facility Focal Person
NAS014,TEACHING HOSPITAL AKWANGA II,NASARAWA,AKWANGA,2024-02-29,2024,2,1,2156.0,77.0,74.0,4974,48,463.0,10,9,3044.0,42,4477.0,3102.0,2685.0,2024-03-15,Facility Focal Person
FCT005,PRIMARY HEALTH CENTRE ABAJI,FCT,ABAJI,2024-01-31,2024,1,1,423.0,10.0,7.0,536,6,48.0,1,0,356.0,6,439.0,265.0,246.0,2024-02-11,M&E Officer
KAD001,MODEL PRIMARY HEALTH CENTRE KADUNA NORTH,KADUNA,KADUNA NORTH,2023-02-28,2023,2,1,164.0,10.0,9.0,766,13,42.0,1,0,616.0,7,530.0,334.0,323.0,2023-03-11,M&E Officer
CRS013,MISSION HOSPITAL OGOJA II,CROSS RIVER,OGOJA,2023-06-30,2023,6,2,297.0,2.0,1.0,797,6,64.0,0,0,575.0,7,556.0,383.0,346.0,2023-07-29,M&E Officer
NAS008,COMPREHENSIVE HEALTH CENTRE KEFFI II,NASARAWA,KEFFI,2023-11-30,2023,11,4,51.0,0.0,0.0,802,12,10.0,0,0,748.0,16,562.0,315.0,268.0,2024-01-15,Data Clerk
CRS006,PRIMARY HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2024-12-31,2024,12,4,568.0,19.0,17.0,1446,3,117.0,5,3,802.0,16,1180.0,944.0,919.0,2025-01-21,M&E Officer
LAG011,COTTAGE HOSPITAL AGEGE II,LAGOS,AGEGE,2023-02-28,2023,2,1,452.0,8.0,7.0,1727,9,99.0,1,0,1081.0,15,1529.0,1077.0,1039.0,2023-03-21,Facility Focal Person
CRS014,COMPREHENSIVE HEALTH CENTRE OBUDU II,CROSS RIVER,OBUDU,2023-04-01,2023,4,2,409.0,4.0,3.0,137,1,92.0,3,2,86.0,3,101.0,89.0,78.0,2023-05-15,M&E Officer
FCT006,MISSION HOSPITAL AMAC II,FCT,AMAC,2024-03-01,2024,3,1,817.0,34.0,31.0,2166,14,147.0,2,1,1923.0,43,1576.0,1209.0,1106.0,2024-04-29,M&E Officer
LAG010,PRIMARY HEALTH CENTRE SURULERE II,LAGOS,SURULERE,2024-12-31,2024,12,4,511.0,17.0,16.0,1015,8,71.0,1,0,660.0,19,871.0,555.0,531.0,2025-01-13,Facility Focal Person
LAG005,MISSION HOSPITAL AGEGE,LAGOS,AGEGE,2022-02-28,2022,2,1,656.0,20.0,17.0,1460,11,158.0,2,1,961.0,11,1217.0,821.0,785.0,2022-03-13,Data Clerk
CRS005,TEACHING HOSPITAL AKAMKPA,CROSS RIVER,AKAMKPA,2023-03-31,2023,3,1,1002.0,30.0,29.0,4321,48,223.0,7,6,3168.0,53,3402.0,2296.0,1907.0,2023-04-11,M&E Officer
BEN007,SPECIALIST HOSPITAL MAKURDI II,BENUE,MAKURDI,2023-02-28,2023,2,1,235.0,0.0,0.0,2138,5,58.0,0,0,1382.0,30,1540.0,975.0,836.0,2023-03-16,M&E Officer
KAD002,TEACHING HOSPITAL KADUNA SOUTH,KADUNA,KADUNA SOUTH,2022-08-31,2022,8,3,1774.0,27.0,23.0,4360,68,,2,1,2405.0,39,2964.0,1645.0,1611.0,2022-09-15,M&E Officer
BEN013,MODEL PRIMARY HEALTH CENTRE MAKURDI II,BENUE,MAKURDI,2024-10-31,2024,10,4,544.0,26.0,24.0,849,6,105.0,3,2,608.0,6,763.0,652.0,600.0,2024-11-21,Facility Focal Person
NAS010,TEACHING HOSPITAL NASARAWA II,NASARAWA,NASARAWA,2023-09-30,2023,9,3,2658.0,143.0,139.0,5206,50,479.0,20,16,4471.0,78,3831.0,2660.0,2564.0,2023-10-16,Data Clerk
FCT009,MODEL PRIMARY HEALTH CENTRE KUJE II,FCT,KUJE,2024-05-31,2024,5,2,158.0,8.0,5.0,478,3,43.0,0,0,289.0,6,405.0,250.0,229.0,2024-06-29,Data Clerk
FCT014,GENERAL HOSPITAL KUJE II,FCT,KUJE,2023-07-31,2023,7,3,,34.0,32.0,2513,42,175.0,2,1,,38,1785.0,1067.0,,2023-08-11,M&E Officer
KAD003,MISSION HOSPITAL ZARIA,KADUNA,ZARIA,2024-04-30,2024,4,2,1247.0,53.0,43.0,2830,23,392.0,13,11,2590.0,44,2202.0,1741.0,1517.0,2024-05-18,Facility Focal Person
NAS001,MODEL PRIMARY HEALTH CENTRE LAFIA,NASARAWA,LAFIA,2024-12-31,2024,12,4,133.0,2.0,1.0,376,7,21.0,0,0,263.0,7,330.0,247.0,225.0,2025-01-15,M&E Officer
