facility_id,report_month,sex,age_band,hts_tst,hts_tst_pos
CRS006,2024-02,Female,50+,27,0
CRS006,2024-02,Male,0-14,19,0
CRS006,2024-02,Male,15-24,56,1
CRS006,2024-02,Male,25-34,60,3
CRS006,2024-02,Male,35-49,50,3
CRS006,2024-02,Male,50+,17,0
CRS006,2024-03,Female,<15,26,0
CRS006,2024-03,F,15-24,74,2
CRS006,2024-03,Female,25-34,73,5
CRS006,2024-03,Female,35-49,51,3
CRS006,2024-03,Female,50+,25,0
CRS006,2024-03,Male,<15,15,0
CRS006,2024-03,Male,15-24,54,2
CRS006,2024-03,male,25-34,56,4
CRS006,2024-03,Male,35-49,37,2
CRS006,2024-03,m,50+,18,0
CRS006,2024-04,Female,<15,37,0
CRS006,2024-04,Female,15 - 24,117,2
CRS006,2024-04,Female,25-34,98,4
CRS006,2024-04,Female,35-49,83,4
CRS006,2024-04,Female,50+,38,0
CRS006,2024-04,Male,<15,29,0
CRS006,2024-04,Male,15-24,79,1
CRS006,2024-04,Male,25-34,86,4
CRS006,2024-04,Male,35-49,53,2
CRS006,2024-04,Male,50+,23,0
CRS006,2024-05,Female,<15,45,1
CRS006,2024-05,Female,15-24,103,3
CRS006,2024-05,Female,25-34,113,8
CRS006,2024-05,Female,35-49,84,6
CRS006,2024-05,Female,50+,43,1
CRS006,2024-05,Male,<15,29,1
CRS006,2024-05,Male,15-24,81,3
CRS006,2024-05,Male,25-34,85,6
CRS006,2024-05,Male,35-49,58,4
CRS006,2024-05,Male,50+,28,1
CRS006,2024-06,Female,<15,39,1
CRS006,2024-06,Female,15-24,88,2
CRS006,2024-06,Female,25-34,96,6
CRS006,2024-06,Female,35-49,90,5
CRS006,2024-06,Female,50+,35,1
CRS006,2024-06,Male,<15,25,0
CRS006,2024-06,Male,15-24,76,2
CRS006,2024-06,Male,25-34,69,4
CRS006,2024-06,Male,35-49,51,3
CRS006,2024-06,male,50+,29,0
CRS006,2024-07,F,<15,44,1
CRS006,2024-07,female,15-24,118,3
CRS006,2024-07,Female,25-34,131,8
CRS006,2024-07,F,35-49,100,6
CRS006,2024-07,F,50+,38,1
CRS006,2024-07,Male,<15,31,1
CRS006,2024-07,Male,15-24,85,2
CRS006,2024-07,Male,25-34,105,6
CRS006,2024-07,Male,35-49,61,3
CRS006,2024-07,Male,50+,30,0
CRS006,2024-08,Female,<15,30,0
CRS006,2024-08,Female,15 - 24,82,2
CRS006,2024-08,Female,25-34,99,4
CRS006,2024-08,Female,35-49,70,3
CRS006,2024-08,F,50+,31,0
CRS006,2024-08,Male,<15,20,0
CRS006,2024-08,Male,15-24,64,1
CRS006,2024-08,M,25-34,72,3
CRS006,2024-08,Male,35-49,49,2
CRS006,2024-08,Male,50+,20,0
CRS006,2024-09,Female,<15,26,0
CRS006,2024-09,Female,15-24,88,2
CRS006,2024-09,F,25-34,77,4
CRS006,2024-09,Female,35-49,72,4
CRS006,2024-09,Female,50+,28,0
CRS006,2024-09,Male,<15,,0
CRS006,2024-09,Male,15-24,58,1
CRS006,2024-09,M,25-34,57,3
CRS006,2024-09,Male,35-49,56,3
CRS006,2024-09,male,50+,20,0
CRS006,2024-10,Female,0-14,28,0
CRS006,2024-10,Female,15-24,82,2
CRS006,2024-10,Female,25-34,88,4
CRS006,2024-10,Female,35-49,52,2
CRS006,2024-10,Female,50+,22,0
CRS006,2024-10,Male,<15,22,0
CRS006,2024-10,Male,15 - 24,52,1
CRS006,2024-10,Male,25-34,53,3
CRS006,2024-10,Male,35-49,46,2
CRS006,2024-10,Male,50+,23,0
CRS006,2024-11,F,<15,33,0
CRS006,2024-11,Female,15-24,94,1
CRS006,2024-11,female,25-34,94,3
CRS006,2024-11,Female,35-49,64,2
CRS006,2024-11,Female,50+,33,0
CRS006,2024-11,Male,<15,22,0
CRS006,2024-11,Male,15 - 24,66,1
CRS006,2024-11,male,25-34,63,2
CRS006,2024-11,Male,35-49,56,2
CRS006,2024-11,Male,50+,23,0
CRS006,2024-12,Female,<15,30,0
CRS006,2024-12,Female,15-24,91,2
CRS006,2024-12,Female,25-34,91,4
CRS006,2024-12,Female,35-49,77,3
CRS006,2024-12,female,50+,37,0
CRS006,2024-12,Male,<15,26,0
CRS006,2024-12,Male,15-24,60,1
CRS006,2024-12,Male,25-34,73,3
CRS006,2024-12,Male,35-49,51,2
CRS006,2024-12,Male,50+,26,0
CRS007,2024-01,Female,<15,5,0
CRS007,2024-01,female,15-24,16,0
CRS007,2024-01,Female,25-34,16,0
CRS007,2024-01,F,35-49,12,0
CRS007,2024-01,Female,50+,6,0
CRS007,2024-01,Male,0-14,3,0
CRS007,2024-01,Male,15-24,10,0
CRS007,2024-01,Male,25-34,12,0
CRS007,2024-01,male,35-49,9,0
CRS007,2024-01,M,50+,4,0
CRS007,2024-02,Female,<15,5,0
CRS007,2024-02,Female,15-24,18,0
CRS007,2024-02,Female,25-34,20,0
CRS007,2024-02,Female,35-49,N/A,0
CRS007,2024-02,Female,50+,6,0
CRS007,2024-02,Male,<15,4,0
CRS007,2024-02,Male,15-24,12,0
CRS007,2024-02,Male,25-34,13,0
CRS007,2024-02,Male,35-49,11,0
CRS007,2024-02,Male,50+,3,0
CRS007,2024-03,Female,<15,8,0
CRS007,2024-03,Female,15-24,23,0
CRS007,2024-03,Female,25-34,27,1
CRS007,2024-03,Female,35-49,22,0
CRS007,2024-03,Female,50+,10,-
CRS007,2024-03,Male,<15,5,0
CRS007,2024-03,Male,15-24,20,0
CRS007,2024-03,Male,25-34,17,0
CRS007,2024-03,Male,35-49,16,0
CRS007,2024-03,M,50+,7,0
CRS007,2024-04,Female,<15,5,0
CRS007,2024-04,Female,15 - 24,16,0
CRS007,2024-04,F,25-34,20,0
CRS007,2024-04,Female,35-49,12,0
CRS007,2024-04,Female,50+,5,0
CRS007,2024-04,Male,<15,3,0
CRS007,2024-04,Male,15-24,11,0
CRS007,2024-04,Male,25-34,13,0
CRS007,2024-04,male,35-49,10,0
CRS007,2024-04,Male,50+,4,0
CRS007,2024-05,F,<15,8,0
CRS007,2024-05,Female,15-24,23,0
CRS007,2024-05,Female,25-34,24,1
CRS007,2024-05,Female,35-49,19,0
CRS007,2024-05,F,50+,7,0
CRS007,2024-05,Male,<15,6,0
CRS007,2024-05,M,15-24,15,0
CRS007,2024-05,Male,25-34,17,0
CRS007,2024-05,Male,35-49,13,0
CRS007,2024-05,male,50+,7,0
CRS007,2024-06,Female,<15,9,0
CRS007,2024-06,Female,15-24,20,0
CRS007,2024-06,Female,25-34,25,0
CRS007,2024-06,Female,35-49,17,0
CRS007,2024-06,Female,50+,7,0
CRS007,2024-06,Male,<15,5,0
CRS007,2024-06,Male,15-24,15,0
CRS007,2024-06,Male,25-34,19,0
CRS007,2024-06,Male,35-49,12,0
CRS007,2024-06,Male,50+,5,0
CRS007,2024-07,F,<15,10,0
CRS007,2024-07,Female,15-24,30,0
CRS007,2024-07,Female,25-34,26,0
CRS007,2024-07,F,35-49,18,0
CRS007,2024-07,Female,50+,8,0
CRS007,2024-07,Male,<15,7,0
CRS007,2024-07,Male,15-24,18,0
CRS007,2024-07,Male,25-34,17,0
CRS007,2024-07,Male,35-49,16,0
CRS007,2024-07,Male,50+,7,0
CRS007,2024-08,Female,<15,6,0
CRS007,2024-08,Female,15-24,21,0
CRS007,2024-08,F,25-34,20,0
CRS007,2024-08,Female,35-49,17,0
CRS007,2024-08,Female,50 and above,7,0
CRS007,2024-08,Male,<15,5,0
CRS007,2024-08,male,15-24,13,0
CRS007,2024-08,Male,25-34,17,0
CRS007,2024-08,Male,35-49,12,0
CRS007,2024-08,M,50 and above,4,0
CRS007,2024-09,F,<15,8,-
CRS007,2024-09,Female,15-24,23,0
CRS007,2024-09,Female,25-34,25,1
CRS007,2024-09,F,35-49,20,1
CRS007,2024-09,Female,50+,9,0
CRS007,2024-09,Male,<15,7,0
CRS007,2024-09,M,15-24,16,0
CRS007,2024-09,male,25-34,20,1
CRS007,2024-09,Male,35-49,12,0
CRS007,2024-09,Male,50+,5,0
CRS007,2024-10,Female,<15,7,0
CRS007,2024-10,Female,15-24,24,0
CRS007,2024-10,Female,25-34,23,1
CRS007,2024-10,Female,35-49,16,1
CRS007,2024-10,female,50+,7,0
CRS007,2024-10,M,0-14,6,0
CRS007,2024-10,Male,15-24,15,0
CRS007,2024-10,Male,25-34,17,1
CRS007,2024-10,male,35-49,12,0
CRS007,2024-10,Male,50+,6,0
CRS007,2024-11,F,<15,8,0
CRS007,2024-11,F,15-24,22,0
CRS007,2024-11,F,25-34,23,0
CRS007,2024-11,Female,35-49,14,0
CRS007,2024-11,Female,50+,7,0
CRS007,2024-11,Male,<15,6,0
CRS007,2024-11,Male,15-24,14,0
CRS007,2024-11,Male,25-34,16,0
CRS007,2024-11,male,35-49,12,0
CRS007,2024-11,Male,50+,6,0
CRS007,2024-12,f,<15,7,0
CRS007,2024-12,Female,15 - 24,19,0
CRS007,2024-12,Female,25-34,20,0
CRS007,2024-12,F,35-49,13,0
CRS007,2024-12,Female,50+,6,0
CRS007,2024-12,Male,<15,5,0
CRS007,2024-12,Male,15-24,13,0
CRS007,2024-12,Male,25-34,14,0
CRS007,2024-12,Male,35-49,10,0
CRS007,2024-12,Male,50+,5,0
CRS008,2024-01,Female,<15,29,0
CRS008,2024-01,Female,15-24,93,1
CRS008,2024-01,Female,25-34,85,1
CRS008,2024-01,Female,35-49,63,1
CRS008,2024-01,F,50+,25,0
CRS008,2024-01,M,<15,19,0
CRS008,2024-01,Male,15-24,53,0
CRS008,2024-01,Male,25-34,67,1
CRS008,2024-01,Male,35-49,53,1
CRS008,2024-01,male,50+,21,0
CRS008,2024-02,Female,<15,42,1
CRS008,2024-02,Female,15-24,106,3
CRS008,2024-02,Female,25-34,114,8
CRS008,2024-02,Female,35-49,77,5
CRS008,2024-02,Female,50+,33,1
CRS008,2024-02,M,<15,25,0
CRS008,2024-02,Male,15-24,80,2
CRS008,2024-02,Male,25-34,78,5
CRS008,2024-02,M,35-49,62,4
CRS008,2024-02,Male,50+,23,0
CRS008,2024-03,Female,0-14,45,1
CRS008,2024-03,Female,15-24,122,5
CRS008,2024-03,Female,25-34,108,9
CRS008,2024-03,Female,35-49,83,6
CRS008,2024-03,Female,50+,40,1
CRS008,2024-03,M,<15,28,1
CRS008,2024-03,Male,15-24,91,3
CRS008,2024-03,Male,25-34,86,7
CRS008,2024-03,Male,35-49,57,4
CRS008,2024-03,M,50+,25,1
CRS008,2024-04,Female,<15,42,0
CRS008,2024-04,Female,15-24,130,2
CRS008,2024-04,F,25-34,105,4
CRS008,2024-04,Female,35-49,94,3
CRS008,2024-04,F,50+,44,0
CRS008,2024-04,Male,<15,30,0
CRS008,2024-04,M,15-24,89,1
CRS008,2024-04,Male,25-34,95,3
CRS008,2024-04,Male,35-49,62,2
CRS008,2024-04,Male,50+,24,0
CRS008,2024-05,Female,<15,43,1
CRS008,2024-05,Female,15-24,99,3
CRS008,2024-05,Female,25-34,121,8
CRS008,2024-05,F,35-49,72,5
CRS008,2024-05,Female,50+,43,1
CRS008,2024-05,Male,<15,26,0
CRS008,2024-05,Male,15-24,81,2
CRS008,2024-05,Male,25-34,81,5
CRS008,2024-05,male,35-49,59,4
CRS008,2024-05,M,50+,26,0
CRS008,2024-06,Female,<15,46,1
CRS008,2024-06,Female,15-24,136,4
CRS008,2024-06,Female,25-34,150,10
CRS008,2024-06,Female,35-49,93,6
CRS008,2024-06,Female,50+,45,1
CRS008,2024-06,M,0-14,34,1
CRS008,2024-06,Male,15-24,98,3
CRS008,2024-06,Male,25-34,101,6
CRS008,2024-06,Male,35-49,71,N/A
CRS008,2024-06,M,50+,35,1
CRS008,2024-07,Female,<15,33,0
CRS008,2024-07,Female,15-24,110,2
CRS008,2024-07,Female,25-34,125,6
CRS008,2024-07,Female,35-49,83,4
CRS008,2024-07,Female,50 and above,41,1
CRS008,2024-07,Male,<15,30,0
CRS008,2024-07,Male,15-24,84,2
CRS008,2024-07,Male,25-34,85,4
CRS008,2024-07,Male,35-49,60,3
CRS008,2024-07,Male,50+,25,0
CRS008,2024-08,Female,<15,45,1
CRS008,2024-08,Female,15-24,106,4
CRS008,2024-08,Female,25-34,118,8
CRS008,2024-08,Female,35-49,95,7
CRS008,2024-08,female,50+,41,1
CRS008,2024-08,Male,<15,28,1
CRS008,2024-08,Male,15-24,76,2
CRS008,2024-08,Male,25-34,91,6
CRS008,2024-08,M,35-49,61,4
CRS008,2024-08,Male,50+,36,1
CRS008,2024-09,Female,<15,27,0
CRS008,2024-09,Female,15-24,78,2
CRS008,2024-09,Female,25-34,110,5
CRS008,2024-09,Female,35-49,73,3
CRS008,2024-09,Female,50+,32,0
CRS008,2024-09,Male,<15,22,0
CRS008,2024-09,Male,15-24,58,1
CRS008,2024-09,Male,25-34,69,3
CRS008,2024-09,Male,35-49,57,3
CRS008,2024-09,Male,50+,24,0
CRS008,2024-10,Female,<15,32,1
CRS008,2024-10,Female,15-24,99,3
CRS008,2024-10,Female,25-34,124,8
CRS008,2024-10,Female,35-49,70,4
CRS008,2024-10,Female,50+,38,1
CRS008,2024-10,Male,<15,31,1
CRS008,2024-10,Male,15-24,68,2
CRS008,2024-10,Male,25-34,75,5
CRS008,2024-10,M,35-49,56,3
CRS008,2024-10,male,50 and above,-,1
CRS008,2024-11,Female,<15,35,1
CRS008,2024-11,F,15-24,110,3
CRS008,2024-11,Female,25-34,114,7
CRS008,2024-11,Female,35-49,76,5
CRS008,2024-11,Female,50+,35,1
CRS008,2024-11,Male,0-14,28,0
CRS008,2024-11,Male,15-24,69,2
CRS008,2024-11,Male,25-34,80,5
CRS008,2024-11,Male,35-49,67,4
CRS008,2024-11,Male,50+,25,0
CRS008,2024-12,Female,<15,35,1
CRS008,2024-12,Female,15-24,106,3
CRS008,2024-12,Female,25-34,93,5
CRS008,2024-12,Female,35-49,65,4
CRS008,2024-12,Female,50+,39,1
CRS008,2024-12,male,<15,,0
CRS008,2024-12,Male,15-24,76,2
CRS008,2024-12,Male,25-34,66,4
CRS008,2024-12,M,35-49,53,3
CRS008,2024-12,M,50+,-,0
CRS009,2024-01,Female,<15,28,0
CRS009,2024-01,Female,15-24,90,1
CRS009,2024-01,Female,25-34,108,4
CRS009,2024-01,Female,35-49,79,3
CRS009,2024-01,Female,50+,34,0
CRS009,2024-01,Male,<15,28,0
CRS009,2024-01,Male,15-24,64,1
CRS009,2024-01,Male,25-34,82,3
CRS009,2024-01,Male,35-49,48,2
CRS009,2024-01,Male,50+,22,0
CRS009,2024-02,Female,<15,25,0
CRS009,2024-02,Female,15-24,78,1
CRS009,2024-02,Female,25-34,84,2
CRS009,2024-02,Female,35-49,61,1
CRS009,2024-02,Female,50+,26,0
CRS009,2024-02,Male,<15,19,0
CRS009,2024-02,Male,15-24,57,0
CRS009,2024-02,M,25-34,59,1
CRS009,2024-02,Male,35-49,43,1
CRS009,2024-02,Male,50+,19,0
CRS009,2024-03,Female,<15,27,0
CRS009,2024-03,f,15-24,77,2
CRS009,2024-03,Female,25-34,83,5
CRS009,2024-03,F,35-49,51,3
CRS009,2024-03,Female,50+,27,0
CRS009,2024-03,Male,<15,16,0
CRS009,2024-03,Male,15-24,49,1
CRS009,2024-03,M,25-34,66,4
CRS009,2024-03,Male,35-49,44,2
CRS009,2024-03,Male,50+,17,0
CRS009,2024-04,Female,<15,26,1
CRS009,2024-04,Female,15-24,66,2
CRS009,2024-04,Female,25-34,80,6
CRS009,2024-04,Female,35-49,67,5
CRS009,2024-04,Female,50+,28,1
CRS009,2024-04,Male,<15,22,0
CRS009,2024-04,Male,15-24,48,1
CRS009,2024-04,M,25-34,54,4
CRS009,2024-04,Male,35-49,,3
CRS009,2024-04,Male,50+,18,0
CRS009,2024-05,Female,0-14,38,0
CRS009,2024-05,Female,15 - 24,108,2
CRS009,2024-05,Female,25-34,109,4
CRS009,2024-05,Female,35-49,63,2
CRS009,2024-05,Female,50+,30,0
CRS009,2024-05,M,<15,29,0
CRS009,2024-05,Male,15-24,71,1
CRS009,2024-05,Male,25-34,71,2
CRS009,2024-05,M,35-49,57,2
CRS009,2024-05,Male,50+,23,0
CRS009,2024-06,Female,<15,45,1
CRS009,2024-06,Female,15-24,103,2
CRS009,2024-06,Female,25-34,117,5
CRS009,2024-06,Female,35-49,101,4
CRS009,2024-06,Female,50+,49,1
CRS009,2024-06,Male,<15,34,0
CRS009,2024-06,Male,15-24,84,1
CRS009,2024-06,Male,25-34,84,3
CRS009,2024-06,M,35-49,64,2
CRS009,2024-06,male,50+,33,0
CRS009,2024-07,Female,<15,37,0
CRS009,2024-07,Female,15 - 24,109,2
CRS009,2024-07,Female,25-34,120,5
CRS009,2024-07,Female,35-49,76,3
CRS009,2024-07,Female,50+,45,0
CRS009,2024-07,Male,<15,34,0
CRS009,2024-07,Male,15-24,78,1
CRS009,2024-07,Male,25-34,81,3
CRS009,2024-07,M,35-49,57,2
CRS009,2024-07,M,50+,30,0
CRS009,2024-08,female,0-14,38,0
CRS009,2024-08,Female,15-24,104,2
CRS009,2024-08,Female,25-34,109,4
CRS009,2024-08,Female,35-49,81,3
CRS009,2024-08,female,50 and above,36,0
CRS009,2024-08,Male,<15,27,0
CRS009,2024-08,M,15-24,82,1
CRS009,2024-08,Male,25-34,76,3
CRS009,2024-08,Male,35-49,58,2
CRS009,2024-08,Male,50+,22,0
CRS009,2024-09,Female,<15,29,0
CRS009,2024-09,female,15-24,90,1
CRS009,2024-09,F,25-34,98,4
CRS009,2024-09,Female,35-49,61,2
CRS009,2024-09,Female,50+,31,0
CRS009,2024-09,Male,<15,25,0
CRS009,2024-09,M,15-24,58,1
CRS009,2024-09,Male,25-34,62,2
CRS009,2024-09,Male,35-49,53,2
CRS009,2024-09,Male,50 and above,25,0
CRS009,2024-10,Female,<15,33,0
CRS009,2024-10,Female,15-24,108,0
CRS009,2024-10,F,25-34,94,1
CRS009,2024-10,Female,35-49,86,1
CRS009,2024-10,female,50+,30,0
CRS009,2024-10,Male,<15,22,0
CRS009,2024-10,male,15-24,69,0
CRS009,2024-10,Male,25-34,80,1
CRS009,2024-10,Male,35-49,57,0
CRS009,2024-10,Male,50+,25,0
CRS009,2024-11,Female,<15,30,0
CRS009,2024-11,Female,15-24,92,1
CRS009,2024-11,Female,25-34,88,3
CRS009,2024-11,Female,35-49,56,2
CRS009,2024-11,Female,50+,29,0
CRS009,2024-11,Male,<15,22,0
CRS009,2024-11,male,15-24,59,1
CRS009,2024-11,Male,25-34,62,2
CRS009,2024-11,Male,35-49,45,1
CRS009,2024-11,male,50+,23,0
CRS009,2024-12,F,<15,29,0
CRS009,2024-12,Female,15 - 24,72,1
CRS009,2024-12,Female,25-34,83,3
CRS009,2024-12,Female,35-49,61,2
CRS009,2024-12,Female,50+,25,0
CRS009,2024-12,Male,<15,21,0
CRS009,2024-12,Male,15-24,51,1
CRS009,2024-12,Male,25-34,63,2
CRS009,2024-12,Male,35-49,42,1
CRS009,2024-12,Male,50+,18,0
CRS010,2024-01,Female,<15,3,0
CRS010,2024-01,F,15-24,10,0
CRS010,2024-01,Female,25-34,11,0
CRS010,2024-01,Female,35-49,7,0
CRS010,2024-01,Female,50+,3,0
CRS010,2024-01,Male,<15,2,0
CRS010,2024-01,Male,15 - 24,6,0
CRS010,2024-01,Male,25-34,8,0
CRS010,2024-01,M,35-49,6,0
CRS010,2024-01,Male,50+,2,0
CRS010,2024-02,Female,<15,5,0
CRS010,2024-02,F,15-24,14,0
CRS010,2024-02,Female,25-34,16,0
CRS010,2024-02,Female,35-49,10,0
CRS010,2024-02,Female,50+,4,0
CRS010,2024-02,M,<15,3,0
CRS010,2024-02,Male,15-24,10,0
CRS010,2024-02,Male,25-34,10,0
CRS010,2024-02,M,35-49,7,0
CRS010,2024-02,Male,50+,3,0
CRS010,2024-03,F,<15,4,0
CRS010,2024-03,Female,15-24,12,0
CRS010,2024-03,Female,25-34,10,0
CRS010,2024-03,Female,35-49,8,0
CRS010,2024-03,Female,50+,3,0
CRS010,2024-03,Male,<15,2,0
CRS010,2024-03,Male,15-24,7,0
CRS010,2024-03,Male,25-34,9,0
CRS010,2024-03,Male,35-49,6,0
CRS010,2024-03,Male,50+,2,0
CRS010,2024-04,Female,<15,4,0
CRS010,2024-04,Female,15-24,11,0
CRS010,2024-04,Female,25-34,11,0
CRS010,2024-04,Female,35-49,9,0
CRS010,2024-04,female,50+,4,0
CRS010,2024-04,Male,<15,3,0
CRS010,2024-04,Male,15-24,7,0
CRS010,2024-04,Male,25-34,9,0
CRS010,2024-04,Male,35-49,7,0
CRS010,2024-04,male,50 and above,2,0
CRS010,2024-05,F,<15,4,0
CRS010,2024-05,Female,15-24,16,0
CRS010,2024-05,Female,25-34,16,0
CRS010,2024-05,F,35-49,11,0
CRS010,2024-05,Female,50+,4,0
CRS010,2024-05,Male,<15,3,0
CRS010,2024-05,Male,15-24,10,0
CRS010,2024-05,Male,25-34,11,0
CRS010,2024-05,Male,35-49,9,0
CRS010,2024-05,Male,50 and above,4,0
CRS010,2024-06,F,<15,5,0
CRS010,2024-06,Female,15-24,17,0
CRS010,2024-06,Female,25-34,17,0
CRS010,2024-06,Female,35-49,12,0
CRS010,2024-06,Female,50+,5,0
CRS010,2024-06,Male,<15,4,0
CRS010,2024-06,Male,15-24,11,0
CRS010,2024-06,Male,25-34,12,0
CRS010,2024-06,M,35-49,9,0
CRS010,2024-06,Male,50+,4,0
CRS010,2024-07,F,<15,5,0
CRS010,2024-07,Female,15 - 24,13,0
CRS010,2024-07,Female,25-34,18,0
CRS010,2024-07,female,35-49,12,0
CRS010,2024-07,Female,50+,5,0
CRS010,2024-07,Male,<15,4,0
CRS010,2024-07,Male,15-24,11,0
CRS010,2024-07,Male,25-34,12,0
CRS010,2024-07,Male,35-49,8,0
CRS010,2024-07,Male,50+,4,0
CRS010,2024-08,Female,<15,5,0
CRS010,2024-08,Female,15-24,17,0
CRS010,2024-08,Female,25-34,18,0
CRS010,2024-08,Female,35-49,14,0
CRS010,2024-08,F,50 and above,5,0
CRS010,2024-08,Male,<15,4,0
CRS010,2024-08,Male,15-24,13,0
CRS010,2024-08,Male,25-34,13,0
CRS010,2024-08,Male,35-49,9,0
CRS010,2024-08,Male,50+,3,0
CRS010,2024-09,Female,<15,3,0
CRS010,2024-09,Female,15-24,13,0
CRS010,2024-09,Female,25-34,12,0
CRS010,2024-09,Female,35-49,10,0
CRS010,2024-09,Female,50+,4,0
CRS010,2024-09,Male,<15,3,0
CRS010,2024-09,Male,15-24,8,0
CRS010,2024-09,Male,25-34,10,0
CRS010,2024-09,Male,35-49,7,0
CRS010,2024-09,Male,50+,2,0
CRS010,2024-10,Female,<15,5,0
CRS010,2024-10,Female,15-24,12,0
CRS010,2024-10,Female,25-34,13,0
CRS010,2024-10,Female,35-49,9,0
CRS010,2024-10,Female,50+,5,0
CRS010,2024-10,Male,<15,3,0
CRS010,2024-10,M,15-24,10,0
CRS010,2024-10,Male,25-34,9,0
CRS010,2024-10,Male,35-49,6,0
CRS010,2024-10,male,50+,3,0
CRS010,2024-11,Female,<15,3,0
CRS010,2024-11,Female,15-24,9,0
CRS010,2024-11,Female,25-34,13,0
CRS010,2024-11,Female,35-49,8,0
CRS010,2024-11,Female,50+,4,0
CRS010,2024-11,Male,<15,2,0
CRS010,2024-11,M,15-24,7,0
CRS010,2024-11,Male,25-34,9,0
CRS010,2024-11,Male,35-49,6,0
CRS010,2024-11,Male,50+,2,0
CRS010,2024-12,F,<15,3,0
CRS010,2024-12,Female,15-24,12,0
CRS010,2024-12,Female,25-34,11,0
CRS010,2024-12,Female,35-49,8,0
CRS010,2024-12,Female,50+,3,0
CRS010,2024-12,Male,<15,2,0
CRS010,2024-12,Male,15-24,9,0
CRS010,2024-12,Male,25-34,8,0
CRS010,2024-12,Male,35-49,5,0
CRS010,2024-12,Male,50+,2,0
CRS011,2024-01,Female,<15,14,0
CRS011,2024-01,Female,15-24,47,0
CRS011,2024-01,Female,25-34,39,0
CRS011,2024-01,Female,35-49,35,0
CRS011,2024-01,Female,50+,16,0
CRS011,2024-01,Male,<15,12,0
CRS011,2024-01,male,15-24,34,0
CRS011,2024-01,Male,25-34,32,0
CRS011,2024-01,Male,35-49,21,0
CRS011,2024-01,Male,50+,11,0
CRS011,2024-02,Female,<15,25,0
CRS011,2024-02,Female,15-24,69,1
CRS011,2024-02,Female,25-34,73,2
CRS011,2024-02,Female,35-49,51,1
CRS011,2024-02,Female,50+,22,0
CRS011,2024-02,Male,<15,17,0
CRS011,2024-02,Male,15-24,49,0
CRS011,2024-02,Male,25-34,51,1
CRS011,2024-02,Male,35-49,40,1
CRS011,2024-02,Male,50+,17,0
CRS011,2024-03,Female,<15,21,0
CRS011,2024-03,Female,15-24,56,0
CRS011,2024-03,Female,25-34,65,1
CRS011,2024-03,F,35-49,44,0
CRS011,2024-03,Female,50+,22,0
CRS011,2024-03,Male,<15,15,0
CRS011,2024-03,Male,15-24,40,0
CRS011,2024-03,Male,25-34,46,0
CRS011,2024-03,Male,35-49,35,0
CRS011,2024-03,M,50+,14,0
CRS011,2024-04,Female,<15,22,0
CRS011,2024-04,Female,15-24,63,1
CRS011,2024-04,Female,25-34,68,2
CRS011,2024-04,F,35-49,50,1
CRS011,2024-04,F,50+,24,0
CRS011,2024-04,Male,<15,14,0
CRS011,2024-04,Male,15-24,51,0
CRS011,2024-04,Male,25-34,50,1
CRS011,2024-04,Male,35-49,35,1
CRS011,2024-04,Male,50+,14,0
CRS011,2024-05,Female,<15,21,0
CRS011,2024-05,Female,15-24,68,0
CRS011,2024-05,Female,25-34,75,2
CRS011,2024-05,Female,35-49,46,1
CRS011,2024-05,Female,50+,25,0
CRS011,2024-05,Male,<15,19,0
CRS011,2024-05,Male,15-24,44,0
CRS011,2024-05,Male,25-34,56,1
CRS011,2024-05,Male,35-49,34,0
CRS011,2024-05,Male,50+,18,0
CRS011,2024-06,Female,<15,29,0
CRS011,2024-06,Female,15-24,72,0
CRS011,2024-06,Female,25-34,88,2
CRS011,2024-06,Female,35-49,58,1
CRS011,2024-06,Female,50+,24,0
CRS011,2024-06,Male,<15,20,0
CRS011,2024-06,Male,15-24,53,0
CRS011,2024-06,Male,25-34,63,1
CRS011,2024-06,Male,35-49,41,0
CRS011,2024-06,Male,50+,19,0
CRS011,2024-07,Female,<15,25,0
CRS011,2024-07,Female,15-24,65,0
CRS011,2024-07,Female,25-34,67,1
CRS011,2024-07,Female,35-49,57,1
CRS011,2024-07,Female,50 and above,24,0
CRS011,2024-07,Male,<15,18,0
CRS011,2024-07,Male,15-24,47,0
CRS011,2024-07,Male,25-34,52,1
CRS011,2024-07,Male,35-49,37,0
CRS011,2024-07,Male,50 and above,18,0
CRS011,2024-08,Female,<15,21,0
CRS011,2024-08,Female,15-24,64,1
CRS011,2024-08,Female,25-34,72,2
CRS011,2024-08,Female,35-49,53,2
CRS011,2024-08,Female,50+,27,0
CRS011,2024-08,Male,<15,15,0
CRS011,2024-08,Male,15-24,51,1
CRS011,2024-08,Male,25-34,47,1
CRS011,2024-08,M,35-49,40,1
CRS011,2024-08,Male,50+,18,0
CRS011,2024-09,Female,<15,18,0
CRS011,2024-09,Female,15-24,48,0
CRS011,2024-09,female,25-34,52,0
CRS011,2024-09,F,35-49,36,0
CRS011,2024-09,Female,50+,21,0
CRS011,2024-09,Male,0-14,12,0
CRS011,2024-09,Male,15-24,,0
CRS011,2024-09,Male,25-34,36,0
CRS011,2024-09,M,35-49,28,0
CRS011,2024-09,Male,50+,11,0
CRS011,2024-10,Female,<15,16,0
CRS011,2024-10,female,15 - 24,54,0
CRS011,2024-10,Female,25-34,64,1
CRS011,2024-10,Female,35-49,47,1
CRS011,2024-10,Female,50+,21,0
