facility_id,facility_name,state,lga,report_month,hts_tst,hts_tst_pos,tx_new,tx_curr,tx_ml,pmtct_stat,pmtct_stat_pos,pmtct_art,tb_screen,tb_pos,vl_eligible,vl_result_received,vl_suppressed,date_submitted,reported_by
BEN005,Model Primary Health Centre Katsina-Ala,Benue,Katsina-Ala,2024-09-30,589,13,9,584,7,136,2,1,425,6,,295,260,2024-10-21,M&E Officer
NAS014,TEACHING HOSPITAL AKWANGA II,Nasarawa,Akwanga,2022-08-31,2843,80,70,4813,9,647,10,9,4504,68,4378,3660,3431,2022-09-11,M&E Officer
NAS014,Teaching Hospital Akwanga II,Nasarawa,Akwanga,2023-12-31,1834,46,37,4938,18,254,4,3,3272,49,4195,3707,3181,2024-01-11,Data Clerk
CRS002,Comprehensive Health Centre Ikom,Cross River,Ikom,2023-04-30,173,3,2,204,1,53,101,0,164,2,139,99,93,2023-05-16,Facility Focal Person
KAD007,Model Primary Health Centre Kaduna South II,Kaduna,Kaduna South,2023-10-31,217,9,6,1133,5,59,1,0,965,18,1044,736,709,2023-11-21,Facility Focal Person
AKS003,Model Primary Health Centre Eket,Akwa Ibom,Eket,2022-08-31,656,21,17,193,0,200,1,0,130,0,139,106,100,2022-09-13,M&E Officer
BEN003,General Hospital Otukpo,Benue,Otukpo,2023-09-30,555,13,12,2452,18,141,2,1,2232,45,2070,1183,1013,2023-10-11,Facility Focal Person
RIV008,  Teaching Hospital Obio/Akpor II ,Rivers,Obio/Akpor,Nov-2023,1460,61,54,4111,38,174,8,7,3066,49,3360,3073,2843,2023-12-21,M&E Officer
LAG007,Primary Health Centre Ikorodu II,Lagos,Ikorodu,2023-09-30,524,28,26,553,3,131,5,3,524,11,396,N/A,285,2023-10-11,M&E Officer
FCT002,General Hospital Bwari,F.C.T.,Bwari,2024-05-31,166,4,3,573,3,17,0,0,323,1,514,289,279,2024-06-29,Facility Focal Person
KAD001,Model Primary Health Centre Kaduna North,Kaduna,Kaduna North,2023-12-31,155,5,4,756,8,45,1,0,564,9,529,346,335,2024-01-11,Facility Focal Person
RIV005,Mission Hospital Degema,rivers ,Degema,2022-01-31,106,0,0,1555,26,29,0,0,1349,37,1215,950,884,2022-02-18,Data Clerk
NAS007,General Hospital Karu II,Nasarawa,Karu,2022-09-30,644,1,0,2494,47,65,0,0,2183,41,1874,1231,1144,2022-10-16,Data Clerk
LAG014,Cottage Hospital Lagos Island II,Lagos,Lagos Island,2023-10-31,477,0,0,"1,742",29,99,1,0,1365,17,1385,926,899,2023-11-16,Facility Focal Person
AKS004,Comprehensive Health Centre Etinan,Akwa Ibom,Etinan,2024-02-29,220,10,7,943,11,66,0,0,799,18,653,463,447,2024-03-11,Facility Focal Person
BEN002,Specialist Hospital Gboko,Benue,Gboko,2024-01-31,2021,2038,20,4450,50,609,4,3,3501,67,3574,2938,2744,2024-02-13,Facility Focal Person
RIV011,MODEL PRIMARY HEALTH CENTRE DEGEMA II,Rivers,Degema,2024-10-31,387,19,15,971,9,112,2,1,579,10,801,537,464,2024-11-13,M&E Officer
RIV011,Model Primary Health Centre Degema II,Rivers,Degema,2024-05-31,434,14,12,935,9,107,2,1,675,8,825,534,488,2024-06-13,Facility Focal Person
RIV008,Teaching Hospital Obio/Akpor II,Rivers,Obio/Akpor,31/08/2024,1863,78,59,4224,38,249,8,6,2332,48,3458,2056,1961,2024-09-11,Data Clerk
CRS007,Model Primary Health Centre Ikom II,Cross River,Ikom,2024-11-30,132,3,2,305,4,29,2,1,286,5,274,247,239,2024-12-18,Data Clerk
NAS005,Mission Hospital Nasarawa,Nasarawa,Nasarawa,31/03/2024,1488,38,-21,689,4,470,8,7,  ,7,555,398,367,2024-04-13,Data Clerk
BEN013,Model Primary Health Centre Makurdi II,Benue,Makurdi,2023-12-31,486,29,27,680,6,124,2,1,628,8,624,556,489,2024-01-11,Facility Focal Person
BEN004,General Hospital Okpokwu,Benue,Okpokwu,2024-03-31,1247,12,11,405,5,268,2,1,286,7,364,269,220,2024-04-13,Data Clerk
XXX999,Mission Hospital Uyo II,Akwa Ibom,Uyo,2022-01-31,549,27,22,2467,11,130,5,4,1940,49,1729,1328,1248,2022-02-13,M&E Officer
CRS002,Comprehensive Health Centre Ikom,Cross River,Ikom,2022-09-30,184,12,9,182,2,43,4,3,163,4,134,99,88,2022-10-25,Data Clerk
FCT007,Specialist Hospital Bwari II,FCT,Bwari,Dec-2023,2015,52,38,4243,65,423,8,6,3150,63,3510,3078,2675,2024-01-11,M&E Officer
LAG011,Cottage Hospital Agege II,Lagos,Agege,2023-09-30,556,9,6,"1,658",16,75,3,2,1417,14,1188,822,786,2023-10-11,Facility Focal Person
FCT008,Teaching Hospital Gwagwalada II,FCT,Gwagwalada,2024-03-31,809,42,39,4769,84,158,3,2,4072,66,3368,3110,3030,2024-04-13,Facility Focal Person
TMP001,Primary Health Centre Kaduna North II,Kaduna,Kaduna North,2023-08-31,296,11,7,568,2,77,2,1,371,11,442,303,269,2023-09-16,Facility Focal Person
LAG010,Primary Health Centre Surulere II,Lagos,Surulere,2023-07-31,544,14,9,961,5,89,1,0,550,13,666,446,387,2023-08-16,M&E Officer
ben009,Primary Health Centre Otukpo II,Benue,Otukpo,2023-09-30,250,1,0,451,2,40,0,0,264,5,341,310,288,2023-10-11,Data Clerk
RIV010,Teaching Hospital Ahoada East II,rivers ,Ahoada East,2024-07-31,1152,34,31,2932,44,119,4,3,1857,29,2499,1877,1769,2024-08-16,Data Clerk
RIV009,Mission Hospital Khana II,Rivers,Khana,Jan-2022,300,4,3,891,14,68,0,0,776,8,778,726,603,2022-02-21,Facility Focal Person
AKS013,MODEL PRIMARY HEALTH CENTRE ABAK II,Akwa Ibom,Abak,31/12/2023,355,19,17,633,7,94,1,0,382,7,555,511,484,2024-01-18,Data Clerk
FCT011,Cottage Hospital AMAC II,FCT,AMAC,2022-08-31,341,11,10,2269,27,97,0,0,2011,39,1854,1528,1457,2022-09-13,Data Clerk
LAG002,Specialist Hospital Lagos Island,Lagos,Lagos Island,31/08/2024,2147,116,88,6105,51,532,22,21,4582,83,5211,3169,2998,2024-09-29,Facility Focal Person
NAS010,TEACHING HOSPITAL NASARAWA II,Nasarawa,Nasarawa,2022-01-31,  ,64,53,4509,79,233,7,6,3778,48,4114,3297,2933,2022-02-15,Data Clerk
NAS009,Cottage Hospital Akwanga II,Nasarawa,Akwanga,2024-07-31,1431,10,7,480,9,166,0,0,335,5,423,398,349,2024-08-15,M&E Officer
NAS013,General Hospital Keffi II,Nasarawa,Keffi,2024-06-30,772,39,28,1660,28,232,5,4,1429,25,1368,1162,965,2024-07-15,Data Clerk
NAS006,PRIMARY HEALTH CENTRE LAFIA II,Nasarawa,Lafia,Dec-2024,278,10,9,941,5,49,0,0,729,12,700,414,396,2025-01-13,Facility Focal Person
RIV004,Model Primary Health Centre Ahoada East,Rivers,Ahoada East,2022-05-31,531,8,6,869,13,164,3,2,491,0,621,547,483,2022-06-21,Data Clerk
AKS005,Comprehensive Health Centre Oron,Akwa Ibom,Oron,31/05/2024,149,2,1,994,16,16,0,0,720 ,13,786,796,432,2024-06-29,Facility Focal Person
CRS009,COMPREHENSIVE HEALTH CENTRE OBUDU II,Cross River,Obudu,2022-05-31,551,19,13,716,7,127,3,2,476,7,654,468,406,2022-06-18,Facility Focal Person
KAD015,GENERAL HOSPITAL CHIKUN II,Kaduna,Chikun,2022-01-31,329,4,3,"1,980",20,39,0,0,1363,24,1792,1426,1213,2022-02-15,Facility Focal Person
LAG099,General Hospital Ikot Ekpene,Akwa Ibom,Ikot Ekpene,2022-03-31,253,1,0,687,6,38,0,0,567,12,623,430,417,2022-04-18,Data Clerk
CRS011,Comprehensive Health Centre Calabar Municipal II,Cross River,Calabar Municipal,2023-01-31,340,5,3,457,3,51,1,0,346,1,323,231,207,2023-02-13,Data Clerk
LAG008,Cottage Hospital Lagos Island II,Lagos,Lagos Island,2023-02-28,104,3,2,824,2,25,0,0,528,8,668,472,424,2023-03-16,M&E Officer
RIV005,Mission Hospital Degema,Rivers,Degema,2024-06-30,220,6,5,1297,5,46,0,0,1003,22,1147,802,682,2024-07-13,Data Clerk
AKS003,Model Primary Health Centre Eket,Akwa-Ibom,Eket,Jul-2023,588,16,15,321,2,158,4,3,238,6,253,231,192,2023-08-18,M&E Officer
FCT002,General Hospital Bwari,FCT,Bwari,2023-11-30,98,4,3,586,4,27,1,0,449,4,412,302,262,2023-12-11,Facility Focal Person
BEN004,General Hospital Okpokwu,Benue,Okpokwu,2023-06-30,N/A,6,5,382,7,285,2,1,259,5,326,254,  ,2023-07-29,Facility Focal Person
KAD007,Model Primary Health Centre Kaduna South II,Kaduna,Kaduna South,2022-12-31,222,16,12,1127,2,34,2,1,631,16,840,499,419,2023-01-15,Facility Focal Person
LAG099,Mission Hospital Nasarawa,Nasarawa,Nasarawa,Jul-2022,1292,25,19,282,1,242,1,0,181,0,199,185,177,2022-08-29,Facility Focal Person
LAG006,Specialist Hospital Alimosho,Lagos,Alimosho,2023-03-31,923,22,18,5047,11,105,0,0,3290,79,4411,3361,2844,2023-04-16,Data Clerk
TMP001,Cottage Hospital Ogoja II,Cross River,Ogoja,2022-05-31,722,23,18,2366,21,198,2,1,-,28,1863,1651,1477,2022-06-18,M&E Officer
CRS003,Specialist Hospital Ogoja,cross river,Ogoja,2023-07-31,1336,39,29,5234,41,257,1,0,4618,84,4857,4078,3352,2023-08-21,Facility Focal Person
KAD013,SPECIALIST HOSPITAL ZARIA II,Kaduna,Zaria,2023-05-31,2803,106,94,2336,12,782,14,12,1466,17,1902,-,-,2023-06-21,Facility Focal Person
LAG006,  Specialist Hospital Alimosho ,Lagos,Alimosho,2024-08-31,1047,20,15,4528,30,238,2,1,3572,67,4035,3745,3399,2024-09-11,Data Clerk
BEN003,General Hospital Otukpo,Benue,Otukpo,2022-04-30,729,30,29,"2,589",39,202,1,0,1475,37,1876,1309,1240,2022-05-11,Facility Focal Person
BEN007,Specialist Hospital Makurdi II,Benue,Makurdi,2024-09-30,403,5,4,1769,35,93,1,0,1031,17,1642,1045,863,2024-10-11,Data Clerk
AKS007,Teaching Hospital Ikono,Akwa Ibom,Ikono,2022-01-31,775,12,9,6873,29,233,3,2,6063,110,5886,3246,2733,2022-02-15,Facility Focal Person
CRS005,Teaching Hospital Akamkpa,Cross River,Akamkpa,2023-10-31,938,40,29,4250,20,168,3,2,3193,60,2999,2848,2370,2023-11-13,M&E Officer
AKS015,MISSION HOSPITAL UYO II,akwa ibom,Uyo,2022-07-31,668,33,26,2500,6,153,4,3,1726,23,2276,1626,1392,2022-08-18,M&E Officer
LAG002,Specialist Hospital Lagos Island,Lagos,Lagos Island,31/05/2024,2559,173,151,6050,67,805,29,23,4473,86,4851,3333,2991,2024-06-11,M&E Officer
AKS014,Primary Health Centre Ikono II,akwa ibom,Ikono,2024-08-31,241,7,6,608,8,35,2,1,494,6,516,324,302,2024-09-15,Facility Focal Person
NAS005,Mission Hospital Nasarawa,Nasarawa,Nasarawa,2023-02-28,932,20,15,410,5,275,5,4,275,6,311,178,171,2023-03-29,Facility Focal Person
LAG007,Primary Health Centre Ikorodu II,Lagos,Ikorodu,2024-01-31,443,13,12,582,9,92,4,3,499,6,439,304,294,2024-02-13,Facility Focal Person
BEN009,Primary Health Centre Otukpo II,Benue,Otukpo,2024-01-31,234,5,4,450,4,55,0,0,315,6,348,313,261,2024-02-11,Data Clerk
BEN013,MODEL PRIMARY HEALTH CENTRE MAKURDI II,Benue,Makurdi,2022-12-31,592,35,32,463,6,155,0,0,431,6,314,199,177,2023-01-16,Data Clerk
CRS014,Comprehensive Health Centre Obudu II,Cross River,Obudu,2023-10-31,378,8,6,160,0,56,0,0,116,2,128,113,110,2023-11-11,Data Clerk
FCT007,Specialist Hospital Bwari II,F.C.T.,Bwari,2023-03-31,2401,  ,64,4314,17,724,9,8,2601,52,3092,2404,1996,2023-04-21,Facility Focal Person
NAS013,General Hospital Keffi II,Nasarawa,Keffi,2022-11-30,329,7,5,"1,628",16,73,0,0,1134,26,1428,1345,1275,2022-12-13,M&E Officer
CRS001,Model Primary Health Centre Calabar Municipal,Cross River,Calabar Municipal,Apr-2022,149,7,5,668,9,42,1,0,585,11,459,285,243,2022-05-15,Data Clerk
LAG013,Specialist Hospital Ikorodu II,Lagos,Ikorodu,2024-05-31,2729,142,103,6240,60,713,16,13,5073 ,90,5010,4574,4238,2024-06-15,M&E Officer
BEN013,Model Primary Health Centre Makurdi II,Benue,Makurdi,2024-09-30,637,29,23,831,11,124,3,2,585,8,697,657,603,2024-10-21,M&E Officer
BEN004,GENERAL HOSPITAL OKPOKWU,Benue,Okpokwu,2024-06-30,1484,16,11,413,3,175,1,0,280,0,333,209,195,2024-07-11,M&E Officer
FCT015,Comprehensive Health Centre Abaji II,FCT,Abaji,2023-10-31,118,8,7,770,3,21,2,1,491,8,577,490,402,2023-11-21,M&E Officer
KAD005,COTTAGE HOSPITAL CHIKUN,Kaduna,Chikun,2022-03-31,541,13,9,276,2,114,0,0,245,4,193,nil,151,2022-04-16,Facility Focal Person
KAD009,MODEL PRIMARY HEALTH CENTRE SABON GARI II,Kaduna,Sabon Gari,31/10/2022,450,14,11,740,9,48,1,0,472,9,589,378,331,2022-11-16,Facility Focal Person
BEN010,Model Primary Health Centre Okpokwu II,Benue,Okpokwu,May-2023,333,7,5,750,12,41,0,0,563,9,588,502,487,2023-06-11,Data Clerk
FCT002,  General Hospital Bwari ,FCT,Bwari,29/02/2024,118,2,1,581,1,26,0,0,407,6,504,412,364,2024-03-21,Data Clerk
NAS007,GENERAL HOSPITAL KARU II,Nasarawa,Karu,2022-12-31,579,4,3,2394,37,183,0,0,1521,21,2087,1756,1644,2023-01-11,Facility Focal Person
LAG002,Specialist Hospital Lagos Island,Lagos,Lagos Island,2024-01-31,1415,42,41,5832,57,341,7,6,3687,64,4634,4333,3705,2024-02-15,Data Clerk
BEN004,General Hospital Okpokwu,Benue,Okpokwu,2022-10-31,800,4,3,373,5,202,218,0,258,9,279,217,210,2022-11-18,Facility Focal Person
BEN013,Model Primary Health Centre Makurdi II,Benue,Makurdi,30/11/2024,512,30,29,870,8,128,3,2,561,11,771,507,461,2024-12-16,Data Clerk
CRS002,Comprehensive Health Centre Ikom,Cross River,Ikom,2024-09-30,167,5,3,282,1,26,0,0,194,0,256,237,225,2024-10-16,Facility Focal Person
NAS012,Mission Hospital Karu II,Nasarawa,Karu,Jun-2024,1301,32,26,1382,3,414,10,9,nil,12,1089,801,667,2024-07-21,M&E Officer
KAD008,Model Primary Health Centre Zaria II,Kaduna,Zaria,2023-01-31,307,11,8,1206,11,75,1,0,872,17,997,915,827,2023-02-18,Facility Focal Person
FCT011,Cottage Hospital AMAC II,Federal Capital Territory,AMAC,2023-12-31,218,2,1,2106,5,61,0,0,1457,27,1460,NULL,750,2024-01-13,Facility Focal Person
RIV012,PRIMARY HEALTH CENTRE ELEME II,Rivers,Eleme,2023-06-30,576,13,10,956,11,69,0,0,771,23,702,625,548,2023-07-16,Facility Focal Person
KAD013,  Specialist Hospital Zaria II ,Kaduna,Zaria,2023-09-30,2251,64,46,"2,574",21,295,6,5,1821,25,2160,1918,1872,2023-10-18,Facility Focal Person
KAD011,Primary Health Centre Kaduna North II,Kaduna,Kaduna North,2024-04-30,263,7,6,587,4,70,1,0,534,11,424,475,334,2024-05-11,M&E Officer
FCT014,  General Hospital Kuje II ,FCT,Kuje,2022-12-31,685,21,17,2477,48,191,1,0,1815,40,2146,2023,1782,2023-01-21,M&E Officer
RIV006,COTTAGE HOSPITAL ELEME,Rivers,Eleme,2024-07-31,1487,62,47,2818,48,415,17,13,2182,36,2041,1273,1105,2024-08-13,Data Clerk
KAD001,Model Primary Health Centre Kaduna North,Kaduna,Kaduna North,31/10/2022,137,3,2,786,6,28,1,0,716,10,694,434,367,2022-11-18,M&E Officer
AKS007,Teaching Hospital Ikono,Akwa Ibom,Ikono,2023-07-31,1089,19,14,5889,101,137,1,0,4307,82,5465,3574,3346,2023-08-13,Facility Focal Person
RIV006,Cottage Hospital Eleme,RIVERS,Eleme,2023-01-31,749,NULL,23,2516,43,239,4,3,2023,39,2125,1833,1708,2023-03-01,Data Clerk
BEN005,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA,Benue,Katsina-Ala,31/03/2023,441,10,9,483,2,70,0,0,438,6,338,295,248,2023-04-16,Facility Focal Person
NAS012,  Mission Hospital Karu II ,Nasarawa,Karu,2024-12-31,741,14,13,1358,13,211,1,0,1191,25,1172,1010,842,2025-01-15,Data Clerk
BEN003,General Hospital Otukpo,Benue,Otukpo,2022-05-31,531,32,27,2592,24,116,1,0,2020,37,2132,1816,1778,2022-06-16,Data Clerk
NAS009,COTTAGE HOSPITAL AKWANGA II,Nasarawa,Akwanga,2024-12-31,1094,4,2,481,6,318,3,2,348,5,340,277,230,2025-01-11,Facility Focal Person
NAS008,Comprehensive Health Centre Keffi II,Nasarawa,Keffi,2022-11-30,77,1,0,908,9,10,0,0,520,10,710,416,361,2022-12-13,M&E Officer
fct009,Model Primary Health Centre Kuje II,FCT,Kuje,2022-02-28,118,2,1,444,7,35,1,0,254,8,336,281,235,2022-03-11,Data Clerk
KAD008,Model Primary Health Centre Zaria II,Kaduna,Zaria,2024-11-30,257,13,12,1165,6,38,1,0,849,25,NULL,711,666,2024-12-13,M&E Officer
BEN004,General Hospital Okpokwu,Benue,Okpokwu,2023-10-31,975,7,5,389,1,134,0,0,244,8,275,199,169,2023-11-13,M&E Officer
RIV015,Specialist Hospital Khana II,Rivers,Khana,31/10/2023,360,17,12,2320,14,42,2,1,1947,47,2040,1170,988,2023-11-11,Data Clerk
CRS015,MODEL PRIMARY HEALTH CENTRE AKAMKPA II,Cross River,Akamkpa,2024-07-31,99,1,0,489,1,27,0,0,327,3,451,323,288,2024-08-11,Data Clerk
FCT001,MISSION HOSPITAL AMAC,FCT,AMAC,2022-01-31,725,4,3,1398,9,209,1,0,932,12,1128,808,775,2022-02-16,M&E Officer
RIV015,Specialist Hospital Khana II,RIVERS,Khana,2023-07-31,462,13,10,2356,38,140,5,4,2155,46,2085,1907,1706,2023-08-13,Data Clerk
FCT013,Cottage Hospital Gwagwalada II,FCT,Gwagwalada,2024-05-31,1385,18,13,1243,16,271,2,1,1085,21,892,496,477,2024-06-18,Facility Focal Person
BEN003,General Hospital Otukpo,Benue,Otukpo,2023-04-30,-35,22,19,2479,20,92,3,2,1975,35,2113,1173,1046,2023-05-16,Facility Focal Person
KAD015,General Hospital Chikun II,Kaduna,Chikun,2024-02-29,343,9,7,"1,602",11,51,0,0,960,10,1356,753,675,2024-03-18,Data Clerk
CRS012,  Model Primary Health Centre Ikom II ,Cross River,Ikom,2022-11-30,455,9,7,819,10,94,1,0,521,8,671,500,475,2022-12-16,M&E Officer
CRS010,Comprehensive Health Centre Akamkpa II,Cross River,Akamkpa,2022-02-28,66,1,0,442,1,16,0,0,300 ,6,317,231,222,2022-03-15,Facility Focal Person
BEN012,  Cottage Hospital Vandeikya II ,Benue,Vandeikya,2023-09-30,594,9,8,460,7,150,4,3,349,6,409,372,319,2023-10-16,M&E Officer
kad007,MODEL PRIMARY HEALTH CENTRE KADUNA SOUTH II,Kaduna,Kaduna South,Mar-2024,288,15,12,1115,9,35,3,2,1000,18,864,549,478,2024-04-13,Facility Focal Person
KAD009,Model Primary Health Centre Sabon Gari II,Kaduna,Sabon Gari,2022-12-31,440,22,15,756,1,57,3,2,603,14,545,420,362,2023-02-15,Data Clerk
KAD012,Comprehensive Health Centre Kaduna South II,Kaduna,Kaduna South,2022-08-31,438,11,10,653,4,132,5,4,554,10,447,366,355,2022-09-16,M&E Officer
NAS005,MISSION HOSPITAL NASARAWA,Nasarawa,Nasarawa,2022-08-31,1212,28,26,303,5,327,2,1,188,6,228,138,117,2022-09-18,M&E Officer
NAS011,Mission Hospital Lafia II,Nasarawa,Lafia,2024-12-31,1134,15,14,2374,23,284,1,0,1621,37,2187,1618,1339,2025-01-11,Data Clerk
KAD013,  SPECIALIST HOSPITAL ZARIA II ,Kaduna,Zaria,30/04/2023,2203,64,59,2254,18,641,9,7,1918 ,28,2088,1753,1586,2023-05-11,Facility Focal Person
RIV010,TEACHING HOSPITAL AHOADA EAST II,Rivers,Ahoada East,2023-09-30,845,19,17,3116,23,174,2,1,2447,46,2614,2254,1910,2023-10-16,M&E Officer
AKS004,  Comprehensive Health Centre Etinan ,Akwa Ibom,Etinan,2024-12-31,177,6,4,907,4,27,1,0,726,9,762,649,613,2025-01-11,M&E Officer
BEN009,PRIMARY HEALTH CENTRE OTUKPO II,Benue,Otukpo,2024-03-31,234,3,2,440,8,62,0,0,309,3,374,353,295,2024-04-13,Data Clerk
CRS010,Comprehensive Health Centre Akamkpa II,Cross-River,Akamkpa,2023-12-31,65,1,0,371,2,12,0,0,225,4,307,241,231,2024-01-15,M&E Officer
RIV009,Mission Hospital Khana II,Rivers,Khana,2023-11-30,493,5,4,778,15,103,1,0,644,12,669,526,496,2024-01-15,M&E Officer
CRS012,Model Primary Health Centre Ikom II,Cross River,Ikom,31/10/2022,341,4,-30,822,1,92,0,0,482,13,666,491,409,2022-11-16,M&E Officer
CRS007,Model Primary Health Centre Ikom II,Cross River,Ikom,2022-07-31,144,6,4,314,3,38,4,3,261,9,230,196,169,2022-08-18,Facility Focal Person
KAD003,  Mission Hospital Zaria ,Kaduna,Zaria,2023-03-31,1191,60,52,2644,49,256,7,6,,45,2289,1650,1450,2023-04-11,Data Clerk
RIV005,Mission Hospital Degema,Rivers,Degema,Oct-2024,191,5,4,1266,5,53,3,2,1035,13,986,693,642,2024-11-15,Data Clerk
LAG006,Specialist Hospital Alimosho,Lagos,Alimosho,31/12/2023,622,19,17,4686,27,79,0,0,4183 ,82,4087,2547,2412,2024-01-13,M&E Officer
FCT010,Model Primary Health Centre Abaji II,FCT,Abaji,2023-11-30,N/A,18,16,423,2,  ,1,0,396,6,297,189,178,2023-12-13,Data Clerk
AKS008,Primary Health Centre Uyo II,Akwa Ibom,Uyo,31/01/2023,90,0,0,85,1,23,1,0,62,1,69,45,43,2023-02-18,Data Clerk
AKS003,Model Primary Health Centre Eket,akwa ibom,Eket,2022-04-30,505,14,10,153,0,66,1,0,87,4,140,92,86,2022-05-15,M&E Officer
NAS015,SPECIALIST HOSPITAL NASARAWA II,Nasarawa,Nasarawa,2022-07-31,1039,65,54,3132,47,316,8,6,2934,51,2221,1610,1536,2022-08-21,Data Clerk
FCT010,MODEL PRIMARY HEALTH CENTRE ABAJI II,FCT,Abaji,2023-01-31,388,12,8,327,3,39,0,0,260,6,223,177,162,2023-02-13,Facility Focal Person
AKS011,COMPREHENSIVE HEALTH CENTRE ETINAN II,akwa ibom,Etinan,2024-12-31,108,9,6,339,6,  ,1,0,281,5,304,188,167,2025-01-11,Data Clerk
NAS009,Cottage Hospital Akwanga II,Nasarawa,Akwanga,May-2022,1258,16,14,469,4,161,0,0,269,4,363,339,295,2022-06-21,Facility Focal Person
FCT002,General Hospital Bwari,fct,Bwari,2024-09-30,146,9,7,570,3,38,1,0,392,5,496,470,446,2024-10-18,Facility Focal Person
KAD012,  Comprehensive Health Centre Kaduna South II ,Kaduna,Kaduna South,2022-02-28,416,4,3,675,8,75,4,3,614,8,540,310,263,2022-03-11,Data Clerk
NAS014,Teaching Hospital Akwanga II,Nasarawa,Akwanga,2024-09-30,2191,61,60,5082,79,656,8,6,4519,85,4407,2496,2182,2024-10-11,Facility Focal Person
AKS012,Cottage Hospital Oron II,Akwa Ibom,Oron,2022-01-31,608,31,26,352,5,106,5,4,319,6,288,167,138,2022-02-11,Data Clerk
BEN009,Primary Health Centre Otukpo II,Benue,Otukpo,28/02/2022,162,2,1,486,1,35,0,0,268,4,424,338,297,2022-03-11,Facility Focal Person
NAS006,PRIMARY HEALTH CENTRE LAFIA II,Nasarawa,Lafia,2023-02-28,276,6,4,971,2,36,1,0,597,11,684,479,464,2023-03-18,Data Clerk
LAG008,Cottage Hospital Lagos Island II,Lagos,Lagos Island,2024-12-31,75,2,1,700,13,18,0,0,413,7,554,429,400,2025-01-15,Data Clerk
TMP001,Teaching Hospital Obio/Akpor,Rivers,Obio/Akpor,2023-08-31,1909,22,21,4557,54,401,2,1,2824,48,3301,2470,2316,2023-09-21,Facility Focal Person
LAG014,Cottage Hospital Lagos Island II,Lagos,Lagos Island,29/02/2024,662,7,6,1686,23,206,1,0,1328,19,1509,854,756,2024-03-11,Data Clerk
BEN007,SPECIALIST HOSPITAL MAKURDI II,Benue,Makurdi,2022-05-31,329,6,4,2326,26,89,1,0,1820,27,2127,2003,1871,2022-06-11,Data Clerk
LAG006,Specialist Hospital Alimosho,Lagos,Alimosho,2024-02-29,705,19,17,4600,55,151,3,2,3219,55,4250,3647,3525,2024-03-11,M&E Officer
RIV010,Teaching Hospital Ahoada East II,Rivers,Ahoada East,2022-09-30,795,17,16,3232,22,209,4,3,2356,46,2646,1722,1611,2022-10-15,Facility Focal Person
KAD007,Model Primary Health Centre Kaduna South II,Kaduna,Kaduna South,2022-03-31,227,7,6,1136,7,67,1,0,857,20,972,787,653,2022-04-13,Facility Focal Person
FCT004,Model Primary Health Centre Kuje,FCT,Kuje,2022-01-31,274,7,5,1337,13,40,0,0,794,14,916,833,683,2022-02-21,M&E Officer
FCT005,Primary Health Centre Abaji,FCT,Abaji,2024-03-31,567,9,8,556,5,173,3,2,358,4,422,358,301,2024-04-15,Facility Focal Person
BEN014,Comprehensive Health Centre Gboko II,Benue,Gboko,2022-05-31,449,4,3,890,10,129,2,1,555,7,786,486,460,2022-06-11,M&E Officer
CRS015,Model Primary Health Centre Akamkpa II,Cross River,Akamkpa,30/09/2024,106,1,0,479,8,18,0,0,391,3,393,226,218,2024-10-11,M&E Officer
CRS006,Primary Health Centre Calabar Municipal II,cross river,Calabar Municipal,2024-04-30,647,23,21,1366,6,184,5,4,1183,24,1261,972,800,2024-05-18,M&E Officer
NAS003,Cottage Hospital Keffi,Nasarawa,Keffi,2022-10-31,235,5,4,1779,31,55,1,0,1129,17,1611,1477,1420,2022-11-16,Facility Focal Person
AKS002,GENERAL HOSPITAL IKOT EKPENE,Akwa Ibom,Ikot Ekpene,2022-01-31,213,2,1,699,4,52,1,0,612,7,619,410,393,2022-02-11,Data Clerk
NAS002,Cottage Hospital Karu,Nasarawa,Karu,2022-02-28,323,3,2,317,3,90,0,0,237,5,286,176,163,2022-03-13,Data Clerk
NAS010,Teaching Hospital Nasarawa II,Nasarawa,Nasarawa,2024-02-29,2100,93,68,5302,31,550,17,14,4010,70,4252,3115,NULL,2024-03-11,Facility Focal Person
KAD001,Model Primary Health Centre Kaduna North,Kaduna,Kaduna North,2023-03-31,182,9,8,765,9,49,0,0,609,9,635,447,408,2023-04-13,Facility Focal Person
NAS007,General Hospital Karu II,Nasarawa,Karu,31/03/2024,892,8,7,2121,14,137,0,0,1775,15,1769,1560,1385,2024-04-11,M&E Officer
LAG015,MODEL PRIMARY HEALTH CENTRE BADAGRY II,Lagos,Badagry,2023-12-31,209,15,  ,1084,12,64,3,2,820,7,941,755,642,2024-01-13,Data Clerk
NAS009,Cottage Hospital Akwanga II,Nasarawa,Akwanga,2022-01-31,908,11,8,466,3,251,2,1,429,11,339,319,266,2022-02-16,Data Clerk
riv013,Mission Hospital Port Harcourt II,Rivers,Port Harcourt,2022-06-30,646,25,24,2279,32,133,6,5,1674,26,1734,1621,1409,2022-07-18,M&E Officer
BEN014,Comprehensive Health Centre Gboko II,Benue,Gboko,2024-04-30,612,7,6,762,4,137,1,0,665,11,561,529,452,2024-05-15,Facility Focal Person
